pathway_id	brapa_gene	arabidopsis_agi	symbol
ath00500	Bra033195	AT4G10120	ATSPS4F
ath01100	Bra033195	AT4G10120	ATSPS4F
ath01110	Bra033195	AT4G10120	ATSPS4F
ath00511	Bra033199	AT4G10060	AT4G10060
ath00600	Bra033199	AT4G10060	AT4G10060
ath01100	Bra033199	AT4G10060	AT4G10060
ath04382	Bra033199	AT4G10060	AT4G10060
ath00564	Bra033225	AT2G42010	PLDBETA1
ath00565	Bra033225	AT2G42010	PLDBETA1
ath01100	Bra033225	AT2G42010	PLDBETA1
ath01110	Bra033225	AT2G42010	PLDBETA1
ath04144	Bra033225	AT2G42010	PLDBETA1
ath00062	Bra033240	AT1G01710	AT1G01710
ath01040	Bra033240	AT1G01710	AT1G01710
ath01100	Bra033240	AT1G01710	AT1G01710
ath01110	Bra033240	AT1G01710	AT1G01710
ath00073	Bra033251	AT1G01600	CYP86A4
ath01100	Bra033251	AT1G01600	CYP86A4
ath00270	Bra033261	AT1G01480	ACS2
ath01100	Bra033261	AT1G01480	ACS2
ath01110	Bra033261	AT1G01480	ACS2
ath04016	Bra033261	AT1G01480	ACS2
ath00562	Bra033262	AT1G01460	PIPK11
ath01100	Bra033262	AT1G01460	PIPK11
ath04070	Bra033262	AT1G01460	PIPK11
ath04144	Bra033262	AT1G01460	PIPK11
ath04016	Bra033267	AT1G01360	RCAR1
ath04075	Bra033267	AT1G01360	RCAR1
ath00062	Bra033283	AT1G01120	KCS1
ath01100	Bra033283	AT1G01120	KCS1
ath01110	Bra033283	AT1G01120	KCS1
ath04626	Bra033283	AT1G01120	KCS1
ath00010	Bra033286	AT1G01090	PDH-E1_ALPHA
ath00020	Bra033286	AT1G01090	PDH-E1_ALPHA
ath00620	Bra033286	AT1G01090	PDH-E1_ALPHA
ath00785	Bra033286	AT1G01090	PDH-E1_ALPHA
ath01100	Bra033286	AT1G01090	PDH-E1_ALPHA
ath01110	Bra033286	AT1G01090	PDH-E1_ALPHA
ath01200	Bra033286	AT1G01090	PDH-E1_ALPHA
ath01210	Bra033286	AT1G01090	PDH-E1_ALPHA
ath04712	Bra033291	AT1G01060	LHY
ath00190	Bra033292	AT1G01050	PPa1
ath00051	Bra033312	AT1G02310	MAN1
ath01100	Bra033312	AT1G02310	MAN1
ath00860	Bra033317	AT4G01690	PPOX
ath01100	Bra033317	AT4G01690	PPOX
ath01110	Bra033317	AT4G01690	PPOX
ath01240	Bra033317	AT4G01690	PPOX
ath00561	Bra033323	AT1G02390	GPAT2
ath00564	Bra033323	AT1G02390	GPAT2
ath01100	Bra033323	AT1G02390	GPAT2
ath01110	Bra033323	AT1G02390	GPAT2
ath00904	Bra033324	AT1G02400	GA2OX6
ath01110	Bra033324	AT1G02400	GA2OX6
ath00310	Bra033334	AT1G02580	MEA
ath01100	Bra033334	AT1G02580	MEA
ath03083	Bra033334	AT1G02580	MEA
ath03022	Bra033338	AT1G02680	TAF13
ath00520	Bra033344	AT1G02730	CSLD5
ath01100	Bra033344	AT1G02730	CSLD5
ath00460	Bra033352	AT1G02850	BGLU11
ath00500	Bra033352	AT1G02850	BGLU11
ath00999	Bra033352	AT1G02850	BGLU11
ath01100	Bra033352	AT1G02850	BGLU11
ath01110	Bra033352	AT1G02850	BGLU11
ath00480	Bra033359	AT1G02940	GSTF5
ath01100	Bra033359	AT1G02940	GSTF5
ath00500	Bra033388	AT1G03310	DBE1
ath01100	Bra033388	AT1G03310	DBE1
ath01110	Bra033388	AT1G03310	DBE1
ath03018	Bra033392	AT1G03360	RRP4
ath04075	Bra033398	AT1G03430	AHP5
ath00860	Bra033402	AT1G03475	LIN2
ath01100	Bra033402	AT1G03475	LIN2
ath01110	Bra033402	AT1G03475	LIN2
ath01240	Bra033402	AT1G03475	LIN2
ath00860	Bra033415	AT1G03630	POR_C
ath01100	Bra033415	AT1G03630	POR_C
ath01110	Bra033415	AT1G03630	POR_C
ath04519	Bra033418	AT3G52640	AT3G52640
ath00052	Bra033419	AT3G52600	CWINV2
ath00500	Bra033419	AT3G52600	CWINV2
ath01100	Bra033419	AT3G52600	CWINV2
ath01110	Bra033419	AT3G52600	CWINV2
ath04130	Bra033436	AT3G52400	SYP122
ath00010	Bra033446	AT3G52200	LTA3
ath00020	Bra033446	AT3G52200	LTA3
ath00620	Bra033446	AT3G52200	LTA3
ath00785	Bra033446	AT3G52200	LTA3
ath01100	Bra033446	AT3G52200	LTA3
ath01110	Bra033446	AT3G52200	LTA3
ath01200	Bra033446	AT3G52200	LTA3
ath01210	Bra033446	AT3G52200	LTA3
ath04626	Bra033467	AT3G51920	CAM9
ath04075	Bra033476	AT3G51850	CPK13
ath04626	Bra033476	AT3G51850	CPK13
ath00071	Bra033483	AT4G14440	HCD1
ath04626	Bra033483	AT4G14440	HCD1
ath03010	Bra033491	AT3G23390	AT3G23390
ath00730	Bra033495	AT4G15560	CLA1
ath00900	Bra033495	AT4G15560	CLA1
ath01100	Bra033495	AT4G15560	CLA1
ath01110	Bra033495	AT4G15560	CLA1
ath04130	Bra033511	AT4G15780	VAMP724
ath04142	Bra033511	AT4G15780	VAMP724
ath04145	Bra033511	AT4G15780	VAMP724
ath00520	Bra033531	AT4G16130	ARA1
ath01100	Bra033531	AT4G16130	ARA1
ath01250	Bra033531	AT4G16130	ARA1
ath00010	Bra033540	AT4G16155	AT4G16155
ath00020	Bra033540	AT4G16155	AT4G16155
ath00260	Bra033540	AT4G16155	AT4G16155
ath00280	Bra033540	AT4G16155	AT4G16155
ath00310	Bra033540	AT4G16155	AT4G16155
ath00380	Bra033540	AT4G16155	AT4G16155
ath00620	Bra033540	AT4G16155	AT4G16155
ath00630	Bra033540	AT4G16155	AT4G16155
ath00640	Bra033540	AT4G16155	AT4G16155
ath00670	Bra033540	AT4G16155	AT4G16155
ath00785	Bra033540	AT4G16155	AT4G16155
ath01100	Bra033540	AT4G16155	AT4G16155
ath01110	Bra033540	AT4G16155	AT4G16155
ath01200	Bra033540	AT4G16155	AT4G16155
ath01210	Bra033540	AT4G16155	AT4G16155
ath01240	Bra033540	AT4G16155	AT4G16155
ath03008	Bra033543	AT3G22980	AT3G22980
ath04142	Bra033545	AT4G16190	AT4G16190
ath04626	Bra033545	AT4G16190	AT4G16190
ath03020	Bra033550	AT3G16980	NRPB9A
ath03420	Bra033550	AT3G16980	NRPB9A
ath00940	Bra033551	AT4G16270	AT4G16270
ath01100	Bra033551	AT4G16270	AT4G16270
ath01110	Bra033551	AT4G16270	AT4G16270
ath04144	Bra033555	AT4G38200	AT4G38200
ath04075	Bra033557	AT4G38230	CPK26
ath04626	Bra033557	AT4G38230	CPK26
ath04142	Bra033558	AT4G38250	AT4G38250
ath00520	Bra033560	AT4G38270	GAUT3
ath01100	Bra033560	AT4G38270	GAUT3
ath00562	Bra033567	AT4G38530	PLC1
ath01100	Bra033567	AT4G38530	PLC1
ath04070	Bra033567	AT4G38530	PLC1
ath03013	Bra033575	AT4G38760	AT4G38760
ath04075	Bra033579	AT4G38840	AT4G38840
ath00500	Bra033591	AT4G38990	GH9B16
ath01100	Bra033591	AT4G38990	GH9B16
ath00500	Bra033592	AT4G39000	GH9B17
ath01100	Bra033592	AT4G39000	GH9B17
ath03010	Bra033603	AT4G39200	AT4G39200
ath00500	Bra033604	AT4G39210	APL3
ath00520	Bra033604	AT4G39210	APL3
ath01100	Bra033604	AT4G39210	APL3
ath01110	Bra033604	AT4G39210	APL3
ath01250	Bra033604	AT4G39210	APL3
ath00940	Bra033613	AT4G39330	CAD9
ath01100	Bra033613	AT4G39330	CAD9
ath01110	Bra033613	AT4G39330	CAD9
ath03440	Bra033636	AT5G42470	AT5G42470
ath03008	Bra033638	AT5G42540	XRN2
ath03018	Bra033638	AT5G42540	XRN2
ath03013	Bra033650	AT5G42920	THO5
ath03040	Bra033650	AT5G42920	THO5
ath04146	Bra033663	AT5G43140	AT5G43140
ath03015	Bra033678	AT5G43380	TOPP6
ath04156	Bra033678	AT5G43380	TOPP6
ath04519	Bra033678	AT5G43380	TOPP6
ath00230	Bra033687	AT5G43600	UAH
ath01100	Bra033687	AT5G43600	UAH
ath04141	Bra033691	AT5G43670	AT5G43670
ath00062	Bra033694	AT5G43760	KCS20
ath01100	Bra033694	AT5G43760	KCS20
ath01110	Bra033694	AT5G43760	KCS20
ath04626	Bra033694	AT5G43760	KCS20
ath00230	Bra033696	AT5G43780	APS4
ath00261	Bra033696	AT5G43780	APS4
ath00450	Bra033696	AT5G43780	APS4
ath00920	Bra033696	AT5G43780	APS4
ath01100	Bra033696	AT5G43780	APS4
ath01110	Bra033696	AT5G43780	APS4
ath01320	Bra033696	AT5G43780	APS4
ath00380	Bra033703	AT5G43890	YUC5
ath01100	Bra033703	AT5G43890	YUC5
ath04075	Bra033703	AT5G43890	YUC5
ath04814	Bra033704	AT5G43900	MYA2
ath00010	Bra033706	AT5G43940	HOT5
ath00071	Bra033706	AT5G43940	HOT5
ath00350	Bra033706	AT5G43940	HOT5
ath00620	Bra033706	AT5G43940	HOT5
ath01100	Bra033706	AT5G43940	HOT5
ath01110	Bra033706	AT5G43940	HOT5
ath01200	Bra033706	AT5G43940	HOT5
ath04075	Bra033719	AT5G44080	AT5G44080
ath03013	Bra033729	AT5G44200	CBP20
ath03015	Bra033729	AT5G44200	CBP20
ath03040	Bra033729	AT5G44200	CBP20
ath03083	Bra033732	AT5G44280	RING1A
ath00030	Bra033747	AT5G44520	AT5G44520
ath00710	Bra033747	AT5G44520	AT5G44520
ath01100	Bra033747	AT5G44520	AT5G44520
ath01110	Bra033747	AT5G44520	AT5G44520
ath01200	Bra033747	AT5G44520	AT5G44520
ath01230	Bra033747	AT5G44520	AT5G44520
ath03030	Bra033756	AT5G44635	MCM6
ath04075	Bra033773	AT3G48100	RR5
ath03410	Bra033784	AT3G47830	AT3G47830
ath04075	Bra033820	AT3G46510	PUB13
ath04814	Bra033832	AT3G45850	AT3G45850
ath00061	Bra033833	AT3G45770	AT3G45770
ath00062	Bra033833	AT3G45770	AT3G45770
ath01100	Bra033833	AT3G45770	AT3G45770
ath01212	Bra033833	AT3G45770	AT3G45770
ath00510	Bra033845	AT1G32210	ATDAD1
ath00513	Bra033845	AT1G32210	ATDAD1
ath01100	Bra033845	AT1G32210	ATDAD1
ath04141	Bra033845	AT1G32210	ATDAD1
ath00999	Bra033856	AT1G32100	PRR1
ath01100	Bra033856	AT1G32100	PRR1
ath01110	Bra033856	AT1G32100	PRR1
ath00380	Bra033860	AT1G32070	NSI
ath01100	Bra033860	AT1G32070	NSI
ath01110	Bra033860	AT1G32070	NSI
ath03040	Bra033870	AT1G31870	AT1G31870
ath00340	Bra033871	AT1G31860	AT-IE
ath01100	Bra033871	AT1G31860	AT-IE
ath01110	Bra033871	AT1G31860	AT-IE
ath01230	Bra033871	AT1G31860	AT-IE
ath04075	Bra033886	AT3G23050	IAA7
ath00908	Bra033933	AT1G68460	IPT1
ath01100	Bra033933	AT1G68460	IPT1
ath01110	Bra033933	AT1G68460	IPT1
ath00780	Bra033956	AT2G25710	HCS1
ath01100	Bra033956	AT2G25710	HCS1
ath00940	Bra033968	AT1G67980	CCOAMT
ath00941	Bra033968	AT1G67980	CCOAMT
ath00945	Bra033968	AT1G67980	CCOAMT
ath01100	Bra033968	AT1G67980	CCOAMT
ath01110	Bra033968	AT1G67980	CCOAMT
ath00040	Bra033980	AT1G67750	AT1G67750
ath01100	Bra033980	AT1G67750	AT1G67750
ath00195	Bra033982	AT1G67740	PSBY
ath01100	Bra033982	AT1G67740	PSBY
ath03030	Bra033987	AT1G67630	POLA2
ath00591	Bra033991	AT1G67560	LOX6
ath00592	Bra033991	AT1G67560	LOX6
ath01100	Bra033991	AT1G67560	LOX6
ath01110	Bra033991	AT1G67560	LOX6
ath00220	Bra033992	AT1G67550	URE
ath00230	Bra033992	AT1G67550	URE
ath01100	Bra033992	AT1G67550	URE
ath03010	Bra033999	AT1G67430	AT1G67430
ath03030	Bra034006	AT1G67320	EMB2813
ath03050	Bra034011	AT1G67250	AT1G67250
ath03083	Bra034013	AT1G67220	HAC2
ath03250	Bra034013	AT1G67220	HAC2
ath04519	Bra034013	AT1G67220	HAC2
ath03008	Bra034020	AT1G67120	AT1G67120
ath00051	Bra034030	AT1G67070	DIN9
ath00520	Bra034030	AT1G67070	DIN9
ath01100	Bra034030	AT1G67070	DIN9
ath01110	Bra034030	AT1G67070	DIN9
ath01240	Bra034030	AT1G67070	DIN9
ath01250	Bra034030	AT1G67070	DIN9
ath03060	Bra034045	AT3G08980	AT3G08980
ath00480	Bra034061	AT3G09270	GSTU8
ath01100	Bra034061	AT3G09270	GSTU8
ath03010	Bra034070	AT3G09500	AT3G09500
ath00053	Bra034076	AT3G09640	APX2
ath00480	Bra034076	AT3G09640	APX2
ath01100	Bra034076	AT3G09640	APX2
ath04130	Bra034085	AT3G09740	SYP71
ath00230	Bra034087	AT3G09820	ADK1
ath01100	Bra034087	AT3G09820	ADK1
ath01232	Bra034087	AT3G09820	ADK1
ath04141	Bra034089	AT3G09840	CDC48
ath00562	Bra034126	AT3G10550	MTM1
ath01100	Bra034126	AT3G10550	MTM1
ath04070	Bra034126	AT3G10550	MTM1
ath00040	Bra034140	AT3G10720	AT3G10720
ath01100	Bra034140	AT3G10720	AT3G10720
ath00520	Bra034141	AT3G10740	ASD1
ath01100	Bra034141	AT3G10740	ASD1
ath00051	Bra034151	AT3G10890	AT3G10890
ath01100	Bra034151	AT3G10890	AT3G10890
ath04146	Bra034154	AT3G10920	MSD1
ath00511	Bra034160	AT3G11040	ENGase85B
ath03040	Bra034172	AT3G55200	SAP130a
ath03040	Bra034187	AT4G03120	AT4G03120
ath04130	Bra034202	AT4G03330	SYP123
ath04075	Bra034205	AT4G03400	DFL2
ath03040	Bra034208	AT4G03430	EMB2770
ath04141	Bra034212	AT4G03510	RMA1
ath03015	Bra034244	AT3G26618	ERF1-3
ath04016	Bra034254	AT2G25490	EBF1
ath04075	Bra034254	AT2G25490	EBF1
ath03015	Bra034276	AT2G25850	PAPS2
ath00970	Bra034277	AT2G25840	OVA4
ath04626	Bra034281	AT2G46450	CNGC12
ath04712	Bra034284	AT2G25930	ELF3
ath03010	Bra034290	AT1G17560	HLL
ath00562	Bra034313	AT2G26870	NPC2
ath00564	Bra034313	AT2G26870	NPC2
ath00565	Bra034313	AT2G26870	NPC2
ath01100	Bra034313	AT2G26870	NPC2
ath01110	Bra034313	AT2G26870	NPC2
ath02010	Bra034314	AT2G26910	ABCG32
ath03050	Bra034316	AT2G27020	PAG1
ath03008	Bra034331	AT2G27200	AT2G27200
ath00330	Bra034353	AT2G27450	NLP1
ath01100	Bra034353	AT2G27450	NLP1
ath01110	Bra034353	AT2G27450	NLP1
ath00908	Bra034366	AT2G27760	IPT2
ath01100	Bra034366	AT2G27760	IPT2
ath01110	Bra034366	AT2G27760	IPT2
ath00400	Bra034372	AT2G27820	PD1
ath01100	Bra034372	AT2G27820	PD1
ath01110	Bra034372	AT2G27820	PD1
ath01230	Bra034372	AT2G27820	PD1
ath00520	Bra034374	AT2G27860	AXS1
ath01100	Bra034374	AT2G27860	AXS1
ath01250	Bra034374	AT2G27860	AXS1
ath04142	Bra034382	AT1G42470	AT1G42470
ath00511	Bra034388	AT2G28100	FUC1
ath04142	Bra034388	AT2G28100	FUC1
ath04146	Bra034394	AT2G28190	CSD2
ath04075	Bra034407	AT1G35670	CDPK2
ath04626	Bra034407	AT1G35670	CDPK2
ath04141	Bra034408	AT1G35620	PDIL5-2
ath03460	Bra034416	AT1G35530	FANCM
ath00562	Bra034444	AT1G34120	IP5PI
ath01100	Bra034444	AT1G34120	IP5PI
ath03010	Bra034447	AT1G22780	PFL
ath00920	Bra034466	AT1G62180	APR2
ath01100	Bra034466	AT1G62180	APR2
ath01320	Bra034466	AT1G62180	APR2
ath00260	Bra034523	AT1G62810	CuAO1
ath00350	Bra034523	AT1G62810	CuAO1
ath00360	Bra034523	AT1G62810	CuAO1
ath00410	Bra034523	AT1G62810	CuAO1
ath00950	Bra034523	AT1G62810	CuAO1
ath00960	Bra034523	AT1G62810	CuAO1
ath01100	Bra034523	AT1G62810	CuAO1
ath01110	Bra034523	AT1G62810	CuAO1
ath00970	Bra034541	AT4G32915	AT4G32915
ath01100	Bra034541	AT4G32915	AT4G32915
ath00040	Bra034553	AT4G33220	PME44
ath01100	Bra034553	AT4G33220	PME44
ath04016	Bra034562	AT4G33430	BAK1
ath04075	Bra034562	AT4G33430	BAK1
ath04626	Bra034562	AT4G33430	BAK1
ath00330	Bra034591	AT4G33910	AT4G33910
ath01100	Bra034591	AT4G33910	AT4G33910
ath00280	Bra034599	AT4G34030	MCCB
ath01100	Bra034599	AT4G34030	MCCB
ath03015	Bra034603	AT4G34110	PAB2
ath03018	Bra034603	AT4G34110	PAB2
ath00062	Bra034634	AT4G34510	KCS17
ath01100	Bra034634	AT4G34510	KCS17
ath01110	Bra034634	AT4G34510	KCS17
ath04626	Bra034634	AT4G34510	KCS17
ath00062	Bra034635	AT4G34520	KCS18
ath01100	Bra034635	AT4G34520	KCS18
ath01110	Bra034635	AT4G34520	KCS18
ath04626	Bra034635	AT4G34520	KCS18
ath00100	Bra034641	AT4G34640	SQS1
ath00909	Bra034641	AT4G34640	SQS1
ath01100	Bra034641	AT4G34640	SQS1
ath01110	Bra034641	AT4G34640	SQS1
ath04075	Bra034653	AT4G34770	AT4G34770
ath04075	Bra034654	AT4G34780	AT4G34780
ath00270	Bra034657	AT4G34840	AT4G34840
ath01100	Bra034657	AT4G34840	AT4G34840
ath00380	Bra034674	AT4G35090	CAT2
ath00630	Bra034674	AT4G35090	CAT2
ath01100	Bra034674	AT4G35090	CAT2
ath01110	Bra034674	AT4G35090	CAT2
ath01200	Bra034674	AT4G35090	CAT2
ath04016	Bra034674	AT4G35090	CAT2
ath04146	Bra034674	AT4G35090	CAT2
ath00380	Bra034677	AT4G35160	AT4G35160
ath01100	Bra034677	AT4G35160	AT4G35160
ath01110	Bra034677	AT4G35160	AT4G35160
ath00053	Bra034679	AT3G13400	sks13
ath01100	Bra034679	AT3G13400	sks13
ath03018	Bra034692	AT3G13300	VCS
ath00460	Bra034697	AT4G27820	BGLU9
ath00500	Bra034697	AT4G27820	BGLU9
ath00999	Bra034697	AT4G27820	BGLU9
ath01100	Bra034697	AT4G27820	BGLU9
ath01110	Bra034697	AT4G27820	BGLU9
ath03040	Bra034698	AT3G13200	EMB2769
ath03010	Bra034704	AT3G13120	AT3G13120
ath00270	Bra034705	AT3G13110	SERAT2
ath00543	Bra034705	AT3G13110	SERAT2
ath00920	Bra034705	AT3G13110	SERAT2
ath01100	Bra034705	AT3G13110	SERAT2
ath01110	Bra034705	AT3G13110	SERAT2
ath01200	Bra034705	AT3G13110	SERAT2
ath01230	Bra034705	AT3G13110	SERAT2
ath03082	Bra034727	AT3G12810	PIE1
ath04148	Bra034736	AT3G12740	ALIS1
ath03410	Bra034739	AT3G12710	AT3G12710
ath00240	Bra034745	AT3G12670	emb2742
ath01100	Bra034745	AT3G12670	emb2742
ath01232	Bra034745	AT3G12670	emb2742
ath01240	Bra034745	AT3G12670	emb2742
ath00520	Bra034754	AT3G12500	HCHIB
ath01100	Bra034754	AT3G12500	HCHIB
ath04016	Bra034754	AT3G12500	HCHIB
ath03010	Bra034759	AT3G12370	AT3G12370
ath04075	Bra034767	AT3G12250	TGA6
ath01040	Bra034777	AT3G12120	FAD2
ath01100	Bra034777	AT3G12120	FAD2
ath01212	Bra034777	AT3G12120	FAD2
ath04814	Bra034778	AT3G12110	ACT11
ath03410	Bra034784	AT3G12040	AT3G12040
ath04814	Bra034785	AT3G12020	AT3G12020
ath03040	Bra034797	AT3G11960	AT3G11960
ath03083	Bra034802	AT3G11910	UBP13
ath00561	Bra034821	AT3G11670	DGD1
ath01100	Bra034821	AT3G11670	DGD1
ath00514	Bra034832	AT3G11540	SPY
ath03083	Bra034832	AT3G11540	SPY
ath03040	Bra034834	AT3G11500	AT3G11500
ath00770	Bra034839	AT3G11470	AT3G11470
ath01100	Bra034839	AT3G11470	AT3G11470
ath00561	Bra034843	AT3G11430	GPAT5
ath00564	Bra034843	AT3G11430	GPAT5
ath01100	Bra034843	AT3G11430	GPAT5
ath01110	Bra034843	AT3G11430	GPAT5
ath04016	Bra034845	AT3G11410	PP2CA
ath04075	Bra034845	AT3G11410	PP2CA
ath04142	Bra034864	AT3G11130	AT3G11130
ath04144	Bra034864	AT3G11130	AT3G11130
ath05100	Bra034864	AT3G11130	AT3G11130
ath00564	Bra034917	AT1G43710	EMB1075
ath00710	Bra034927	AT1G42970	GAPB
ath01100	Bra034927	AT1G42970	GAPB
ath01200	Bra034927	AT1G42970	GAPB
ath00380	Bra034941	AT4G31500	CYP83B1
ath00966	Bra034941	AT4G31500	CYP83B1
ath01100	Bra034941	AT4G31500	CYP83B1
ath01110	Bra034941	AT4G31500	CYP83B1
ath01210	Bra034941	AT4G31500	CYP83B1
ath04075	Bra034954	AT3G43120	AT3G43120
ath00040	Bra034960	AT3G43270	AT3G43270
ath01100	Bra034960	AT3G43270	AT3G43270
ath00480	Bra034977	AT3G43800	GSTU27
ath01100	Bra034977	AT3G43800	GSTU27
ath03010	Bra034985	AT4G33865	AT4G33865
ath04814	Bra034988	AT3G44050	AT3G44050
ath03018	Bra035002	AT3G44260	CAF1a
ath04141	Bra035009	AT3G44340	CEF
ath04519	Bra035020	AT1G78220	GRF13
ath00480	Bra035031	AT1G78360	GSTU21
ath01100	Bra035031	AT1G78360	GSTU21
ath00906	Bra035033	AT1G78390	NCED9
ath01100	Bra035033	AT1G78390	NCED9
ath01110	Bra035033	AT1G78390	NCED9
ath00904	Bra035038	AT1G78440	ATGA2OX1
ath01110	Bra035038	AT1G78440	ATGA2OX1
ath00900	Bra035042	AT1G78510	SPS1
ath01110	Bra035042	AT1G78510	SPS1
ath00541	Bra035048	AT1G78570	RHM1
ath01100	Bra035048	AT1G78570	RHM1
ath01250	Bra035048	AT1G78570	RHM1
ath00500	Bra035049	AT1G78580	TPS1
ath01100	Bra035049	AT1G78580	TPS1
ath01110	Bra035049	AT1G78580	TPS1
ath03010	Bra035054	AT1G78630	emb1473
ath03030	Bra035055	AT1G78650	POLD3
ath03410	Bra035055	AT1G78650	POLD3
ath03420	Bra035055	AT1G78650	POLD3
ath03430	Bra035055	AT1G78650	POLD3
ath03440	Bra035055	AT1G78650	POLD3
ath00790	Bra035056	AT1G78670	GGH3
ath01240	Bra035056	AT1G78670	GGH3
ath00790	Bra035058	AT1G78680	GGH2
ath01240	Bra035058	AT1G78680	GGH2
ath00564	Bra035059	AT1G78690	At1g78690p
ath04120	Bra035062	AT1G78770	APC6
ath00510	Bra035064	AT1G78800	AT1G78800
ath00513	Bra035064	AT1G78800	AT1G78800
ath01100	Bra035064	AT1G78800	AT1G78800
ath00909	Bra035079	AT1G78960	LUP2
ath01110	Bra035079	AT1G78960	LUP2
ath03083	Bra035082	AT1G79000	HAC1
ath03250	Bra035082	AT1G79000	HAC1
ath04519	Bra035082	AT1G79000	HAC1
ath00190	Bra035083	AT1G79010	AT1G79010
ath01100	Bra035083	AT1G79010	AT1G79010
ath03082	Bra035084	AT1G79020	AT1G79020
ath04075	Bra035094	AT1G79130	AT1G79130
ath03013	Bra035105	AT1G79280	NUA
ath00250	Bra035119	AT1G79440	ALDH5F1
ath00650	Bra035119	AT1G79440	ALDH5F1
ath01100	Bra035119	AT1G79440	ALDH5F1
ath00904	Bra035120	AT1G79460	GA2
ath01100	Bra035120	AT1G79460	GA2
ath01110	Bra035120	AT1G79460	GA2
ath00230	Bra035121	AT1G79470	AT1G79470
ath01100	Bra035121	AT1G79470	AT1G79470
ath01110	Bra035121	AT1G79470	AT1G79470
ath01232	Bra035121	AT1G79470	AT1G79470
ath03410	Bra035147	AT1G80850	AT1G80850
ath03018	Bra035152	AT1G80780	AT1G80780
ath03008	Bra035154	AT1G80770	PDE318
ath03013	Bra035162	AT1G80670	RAE1
ath00190	Bra035163	AT1G80660	HA9
ath01100	Bra035163	AT1G80660	HA9
ath04075	Bra035163	AT1G80660	HA9
ath00220	Bra035168	AT1G80600	WIN1
ath01100	Bra035168	AT1G80600	WIN1
ath01110	Bra035168	AT1G80600	WIN1
ath01210	Bra035168	AT1G80600	WIN1
ath01230	Bra035168	AT1G80600	WIN1
ath00561	Bra035181	AT1G80460	NHO1
ath01100	Bra035181	AT1G80460	NHO1
ath01110	Bra035181	AT1G80460	NHO1
ath04626	Bra035181	AT1G80460	NHO1
ath04075	Bra035185	AT1G80390	IAA15
ath00740	Bra035213	AT4G11570	AT4G11570
ath01100	Bra035213	AT4G11570	AT4G11570
ath01110	Bra035213	AT4G11570	AT4G11570
ath01240	Bra035213	AT4G11570	AT4G11570
ath04142	Bra035228	AT4G23460	AT4G23460
ath04016	Bra035233	AT4G11330	MPK5
ath04626	Bra035233	AT4G11330	MPK5
ath00940	Bra035235	AT4G11290	AT4G11290
ath01100	Bra035235	AT4G11290	AT4G11290
ath01110	Bra035235	AT4G11290	AT4G11290
ath00270	Bra035236	AT4G11280	ACS6
ath01100	Bra035236	AT4G11280	ACS6
ath01110	Bra035236	AT4G11280	ACS6
ath04016	Bra035236	AT4G11280	ACS6
ath04142	Bra035238	AT4G11270	AT4G11270
ath03015	Bra035240	AT4G11240	TOPP7
ath04156	Bra035240	AT4G11240	TOPP7
ath04519	Bra035240	AT4G11240	TOPP7
ath04712	Bra035252	AT4G11110	SPA2
ath00061	Bra035259	AT4G11030	AT4G11030
ath00071	Bra035259	AT4G11030	AT4G11030
ath01100	Bra035259	AT4G11030	AT4G11030
ath01212	Bra035259	AT4G11030	AT4G11030
ath04146	Bra035259	AT4G11030	AT4G11030
ath00052	Bra035262	AT4G10960	UGE5
ath00520	Bra035262	AT4G10960	UGE5
ath01100	Bra035262	AT4G10960	UGE5
ath01250	Bra035262	AT4G10960	UGE5
ath00590	Bra035296	AT5G42150	AT5G42150
ath01100	Bra035296	AT5G42150	AT5G42150
ath03010	Bra035298	AT1G43170	RP1
ath04814	Bra035302	AT5G42490	AT5G42490
ath04141	Bra035303	AT5G42570	AT5G42570
ath00592	Bra035320	AT5G42650	AOS
ath01100	Bra035320	AT5G42650	AOS
ath01110	Bra035320	AT5G42650	AOS
ath04075	Bra035331	AT5G42750	BKI1
ath03050	Bra035332	AT5G42790	PAF1
ath03050	Bra035338	AT5G43010	RPT4A
ath00460	Bra035347	AT5G36890	BGLU42
ath00500	Bra035347	AT5G36890	BGLU42
ath00999	Bra035347	AT5G36890	BGLU42
ath01100	Bra035347	AT5G36890	BGLU42
ath01110	Bra035347	AT5G36890	BGLU42
ath00630	Bra035349	AT5G36700	PGLP1
ath01100	Bra035349	AT5G36700	PGLP1
ath01110	Bra035349	AT5G36700	PGLP1
ath01200	Bra035349	AT5G36700	PGLP1
ath04075	Bra035381	AT5G35750	HK2
ath00220	Bra035392	AT5G35630	GS2
ath00250	Bra035392	AT5G35630	GS2
ath00630	Bra035392	AT5G35630	GS2
ath00910	Bra035392	AT5G35630	GS2
ath01100	Bra035392	AT5G35630	GS2
ath01110	Bra035392	AT5G35630	GS2
ath01230	Bra035392	AT5G35630	GS2
ath04075	Bra035392	AT5G35630	GS2
ath03018	Bra035404	AT5G35430	AT5G35430
ath00010	Bra035416	AT1G59900	E1_ALPHA
ath00020	Bra035416	AT1G59900	E1_ALPHA
ath00620	Bra035416	AT1G59900	E1_ALPHA
ath00785	Bra035416	AT1G59900	E1_ALPHA
ath01100	Bra035416	AT1G59900	E1_ALPHA
ath01110	Bra035416	AT1G59900	E1_ALPHA
ath01200	Bra035416	AT1G59900	E1_ALPHA
ath01210	Bra035416	AT1G59900	E1_ALPHA
ath04148	Bra035422	AT1G59820	ALA3
