brapa_gene	arabidopsis_agi	identity_pct	evalue	bitscore
Bra033729	AT5G44200	89.4	2.55e-126	358
Bra033730	AT5G44240	95.1	0	2107
Bra033732	AT5G44280	71	1.54e-150	441
Bra033734	AT4G25920	52.8	8.55e-133	385
Bra033736	AT5G44330	62.4	6.12e-162	463
Bra033740	AT5G44360	86.1	0	964
Bra033741	AT5G44370	95.6	4.81e-307	830
Bra033742	AT1G10095	73.9	5.52e-224	619
Bra033744	AT5G44450	76.1	4.74e-139	394
Bra033747	AT5G44520	79.4	5.29e-154	432
Bra033748	AT3G53080	55.1	2.13e-52	163
Bra033749	AT5G44530	80.6	0	1367
Bra033755	AT5G44620	68	8e-260	715
Bra033756	AT5G44635	92.3	0	1494
Bra033757	AT5G44650	71.3	2.79e-115	332
Bra033758	AT5G44660	62.2	1.73e-142	410
Bra033759	AT5G44670	78.5	1.45e-293	804
Bra033762	AT3G48195	72.4	0	1251
Bra033766	AT3G48180	80.3	4.11e-20	75.9
Bra033773	AT3G48100	95.1	7.28e-115	323
Bra033784	AT3G47830	78.1	1.75e-161	449
Bra033787	AT3G47650	77.2	8.04e-60	180
Bra033800	AT3G26010	54	3.3e-147	425
Bra033801	AT3G46790	95	0	1038
Bra033802	AT3G46780	86.6	7.57e-279	765
Bra033803	AT3G46760	93.9	8.98e-232	631
Bra033804	AT3G46750	71.1	6.63e-146	418
Bra033805	AT5G40010	83	1.73e-268	739
Bra033808	AT3G46670	81.9	1.31e-276	755
Bra033813	AT3G46600	80.2	0	922
Bra033814	AT3G46580	67.6	5.16e-82	241
Bra033818	AT3G09110	74.3	5.48e-188	522
Bra033820	AT3G46510	92.6	0	911
Bra033825	AT3G46330	81.3	0	1335
Bra033832	AT3G45850	93.3	0	1770
Bra033833	AT3G45770	89	2.32e-243	664
Bra033837	AT3G45600	90.5	1.78e-182	503
Bra033840	AT3G45260	72.9	9.04e-207	578
Bra033845	AT1G32210	97.4	5.79e-73	212
Bra033849	AT1G32180	81.1	0	1573
Bra033851	AT1G32160	87.3	1.41e-243	667
Bra033856	AT1G32100	92.1	4.03e-211	578
Bra033858	AT1G32090	90.4	0	1427
Bra033859	AT1G32080	90.7	3.33e-311	847
Bra033860	AT1G32070	78.8	1.19e-129	367
Bra033863	AT1G31940	88.6	1.26e-95	272
Bra033866	AT1G31920	85	0	928
Bra033870	AT1G31870	68.9	1.66e-201	573
Bra033871	AT1G31860	86.3	2.16e-165	459
Bra033876	AT1G31790	75.9	2.13e-223	617
Bra033881	AT3G23090	70.6	7.76e-140	400
Bra033883	AT3G23070	75.5	0	1164
Bra033886	AT3G23050	88.1	1.9e-149	416
Bra033892	AT3G23020	77.6	0	1015
Bra033894	AT3G22990	89.6	2.52e-288	785
Bra033896	AT3G22970	76.1	7.22e-182	508
Bra033909	AT3G22845	93.1	6.18e-144	399
Bra033913	AT3G22830	79	6.68e-211	585
Bra033914	AT3G22800	85.8	3.62e-150	435
Bra033915	AT3G21910	51.5	1.45e-85	256
Bra033918	AT3G22790	78.5	0	2298
Bra033919	AT3G22780	71	0	894
Bra033933	AT1G68460	71.7	4.57e-167	470
Bra033934	AT1G68450	65	1.44e-52	162
Bra033938	AT1G68410	90.7	1.08e-247	680
Bra033940	AT1G68400	85.9	1.44e-193	546
Bra033942	AT1G68370	92.7	3.69e-263	717
Bra033945	AT1G68350	69.3	5.09e-65	196
Bra033948	AT1G68320	79	4.37e-151	423
Bra033949	AT1G68310	76.5	1.46e-83	243
Bra033950	AT1G68240	52.4	3.27e-56	176
Bra033951	AT1G68230	87.9	4.54e-129	365
Bra033956	AT2G25710	84.7	2.31e-205	581
Bra033957	AT1G65810	76.8	0	1295
Bra033959	AT1G68120	75.6	2.32e-145	412
Bra033960	AT1G68110	72.8	5.11e-181	506
Bra033961	AT1G68090	90.2	8.03e-206	564
Bra033964	AT1G68040	84.3	2.23e-226	620
Bra033968	AT1G67980	90.5	7.34e-151	418
Bra033971	AT1G17800	70.8	3.3e-61	183
Bra033976	AT1G67820	64.5	3.82e-176	497
Bra033977	AT1G67810	72.8	1.63e-124	354
Bra033980	AT1G67750	93.8	8.36e-295	797
Bra033981	AT1G43580	87.9	3.38e-274	746
Bra033982	AT1G67740	67.8	4.16e-74	221
Bra033986	AT1G67640	87.5	1.38e-292	794
Bra033987	AT1G67630	85.7	0	1062
Bra033989	AT1G67590	83.4	1.27e-135	389
Bra033991	AT1G67560	85.5	0	1587
Bra033992	AT1G67550	92.7	0	1546
Bra033993	AT1G67540	66.3	9.2e-103	298
Bra033994	AT1G67530	83.8	0	1155
Bra033999	AT1G67430	98.9	1.21e-121	340
Bra034000	AT1G67410	84.7	7.56e-281	764
Bra034001	AT1G67400	88	4.68e-176	486
Bra034002	AT1G67360	77	3.31e-127	359
Bra034005	AT1G67330	87.4	4.73e-187	514
Bra034006	AT1G67320	82.7	6.51e-295	803
Bra034007	AT1G67310	68.2	0	1285
Bra034008	AT1G67290	83.6	0	931
Bra034009	AT1G67780	63.6	5.08e-221	619
Bra034010	AT1G67260	70.1	7.31e-162	456
Bra034011	AT1G67250	87.2	1.7e-91	261
Bra034013	AT1G67220	66.9	0	1030
Bra034014	AT1G67210	73.3	2.11e-194	544
Bra034017	AT1G67180	71.7	1.59e-232	644
Bra034020	AT1G67120	81	0	8498
Bra034026	AT1G67080	80.3	1.65e-104	300
Bra034030	AT1G67070	84.7	7.64e-277	754
Bra034031	AT1G67060	97.4	1.34e-163	451
Bra034033	AT1G67050	72.7	1.22e-105	306
Bra034034	AT1G67040	67.1	0	972
Bra034036	AT1G66930	62.3	0	994
Bra034039	AT1G66920	62.8	6.03e-268	746
Bra034041	AT1G66980	59.9	0	1415
Bra034045	AT3G08980	87.6	2e-103	292
Bra034049	AT3G09032	71.7	4.23e-55	169
Bra034050	AT3G09050	81.9	7.71e-112	322
Bra034052	AT3G09080	78	0	1645
Bra034053	AT3G09085	89.3	5.43e-72	209
Bra034056	AT3G09210	86.3	2.95e-193	534
Bra034057	AT3G09230	67.4	6.6e-172	484
Bra034058	AT3G09240	86.4	3.59e-318	863
Bra034059	AT3G09250	85.7	4.9e-133	374
Bra034061	AT3G09270	81.3	1.45e-133	374
Bra034070	AT3G09500	94.3	1.04e-72	212
Bra034076	AT3G09640	90.4	2.02e-166	459
Bra034078	AT3G09690	82.2	0	872
Bra034079	AT5G22690	55.5	0	990
Bra034080	AT3G09700	87.5	1.62e-64	190
Bra034081	AT3G09710	63.3	2.64e-155	447
Bra034082	AT3G09720	88.8	3.83e-307	840
Bra034083	AT3G09730	71	4.54e-167	473
Bra034085	AT3G09740	96.6	5.26e-169	467
Bra034087	AT3G09820	95.3	2.47e-246	669
Bra034089	AT3G09840	97.8	0	1542
Bra034093	AT3G10080	87.7	2.76e-146	409
Bra034094	AT3G10120	78.2	5.29e-94	270
Bra034097	AT3G10195	59.7	5.16e-21	78.2
Bra034102	AT3G10290	92.2	2.96e-195	550
Bra034112	AT4G04690	51.8	3.35e-130	378
Bra034115	AT3G10460	51.6	3.83e-38	124
Bra034116	AT3G10470	75.2	4.6e-115	336
Bra034119	AT3G10490	78.8	2.99e-210	586
Bra034120	AT3G10500	71	1.62e-261	724
Bra034122	AT3G10520	93	5.28e-104	294
Bra034123	AT3G10525	68.8	9.84e-50	154
Bra034124	AT3G10530	88.5	0	902
Bra034126	AT3G10550	87.5	0	1420
Bra034129	AT5G47300	58.9	3.22e-139	409
Bra034133	AT3G10600	93.2	0	1070
Bra034135	AT3G10630	80	4.1e-282	771
Bra034139	AT3G10710	85.8	0	940
Bra034140	AT3G10720	88.5	0	1030
Bra034141	AT3G10740	92.4	0	1263
Bra034144	AT3G10760	84.1	4.15e-157	442
Bra034148	AT3G10810	72.7	6.56e-204	576
Bra034149	AT3G10860	95.8	3.88e-49	148
Bra034150	AT3G10870	84.4	5.06e-173	478
Bra034151	AT3G10890	81.9	4.56e-257	702
Bra034152	AT3G10910	81.9	9.24e-86	249
Bra034153	AT3G10915	85.8	8.32e-127	358
Bra034154	AT3G10920	93	1.82e-155	430
Bra034155	AT5G05300	52.5	2.36e-18	72.8
Bra034157	AT3G10985	84.5	1.54e-55	167
Bra034158	AT3G11000	60	1.47e-169	489
Bra034159	AT3G11020	58.1	2.36e-117	340
Bra034160	AT3G11040	80.8	0	1195
Bra034165	AT3G11100	73.9	3.78e-108	313
Bra034167	AT3G11150	68.3	4.9e-166	467
Bra034172	AT3G55200	96	0	2361
Bra034173	AT3G11280	85.4	2.45e-160	444
Bra034174	AT3G11290	58.4	2e-198	556
Bra034178	AT4G03020	91.9	0	937
Bra034179	AT4G03030	78	8.3e-244	670
Bra034182	AT4G03070	74.6	3.52e-175	487
Bra034183	AT4G03090	68	0	1138
Bra034184	AT4G03100	83	2.8e-213	592
Bra034186	AT4G03115	81.5	4.86e-193	533
Bra034187	AT4G03120	65.6	1.93e-58	181
Bra034188	AT4G03130	68.1	0	907
Bra034189	AT4G03140	88.4	2.73e-186	515
Bra034190	AT4G03150	70.9	9.61e-83	242
Bra034192	AT4G03200	92.1	0	1396
Bra034196	AT4G03250	70.3	1.71e-218	611
Bra034197	AT4G03260	68.8	4.88e-263	737
Bra034198	AT4G03270	80.1	9.05e-158	441
Bra034201	AT4G03320	82.3	1.43e-173	480
Bra034202	AT4G03330	90.2	3.66e-185	511
Bra034204	AT4G03390	80.9	0	1004
Bra034205	AT4G03400	89.4	0	1070
Bra034206	AT4G03415	91.9	4.89e-315	853
Bra034208	AT4G03430	87.9	0	1090
Bra034209	AT4G03490	82.9	0	940
Bra034211	AT4G03440	59.5	5.42e-264	746
Bra034212	AT4G03510	75.5	2.61e-125	355
Bra034214	AT4G03520	80.1	9.16e-99	283
Bra034215	AT4G03540	95.1	2.25e-98	280
Bra034218	AT4G03550	91.2	0	3238
Bra034220	AT4G03580	56.6	6.63e-27	104
Bra034224	AT4G03610	87.7	2.74e-211	578
Bra034225	AT4G03620	79.2	4.29e-154	434
Bra034232	AT4G05440	74.9	1.94e-178	496
Bra034233	AT4G05430	89.9	5.74e-67	198
Bra034235	AT3G26280	71.5	1.4e-262	724
Bra034237	AT3G26290	81.8	8.49e-304	828
Bra034241	AT3G26540	81.2	0	1079
Bra034243	AT3G26600	83.1	0	959
Bra034244	AT3G26618	97.7	3.29e-313	846
Bra034247	AT3G26782	87.1	0	1159
Bra034248	AT4G13965	56.9	9.94e-153	439
Bra034251	AT2G25320	85.7	0	2537
Bra034252	AT2G25430	87.7	0	1064
Bra034254	AT2G25490	83.4	8.39e-289	800
Bra034257	AT1G11280	78.3	0	1297
Bra034258	AT2G25560	67.8	3.37e-299	827
Bra034260	AT2G44630	53.7	3.03e-115	338
Bra034262	AT2G44700	52.1	2e-114	336
Bra034263	AT2G25605	94	9.6e-138	382
Bra034264	AT2G25625	69.3	6.08e-41	131
Bra034265	AT2G25640	68.4	2.4e-278	784
Bra034266	AT3G61720	60.2	6.02e-294	823
Bra034267	AT2G25660	85.8	0	3567
Bra034270	AT2G25800	91.2	0	1719
Bra034271	AT2G25810	85.1	7.32e-148	412
Bra034272	AT5G40405	90.2	0	1060
Bra034273	AT2G25820	65.6	1.52e-85	251
Bra034274	AT2G25830	86.1	3.51e-187	518
Bra034276	AT2G25850	80.4	0	1221
Bra034277	AT2G25840	79.1	1.73e-223	616
Bra034278	AT3G05650	68.5	6.91e-261	748
Bra034279	AT2G25870	86.9	0	986
Bra034280	AT2G25890	83.2	4.02e-71	211
Bra034281	AT2G46450	68.6	8.23e-308	850
Bra034283	AT2G25910	93.3	6.76e-241	655
Bra034284	AT2G25930	51.8	1.87e-160	475
Bra034285	AT1G65630	69	2.28e-228	644
Bra034287	AT2G25950	98.5	3.93e-148	409
Bra034288	AT2G25970	68	2.71e-226	642
Bra034289	AT2G26100	84.7	1.88e-225	618
Bra034290	AT1G17560	74.7	1.24e-89	260
Bra034292	AT3G45580	62.2	1.41e-153	437
Bra034293	AT2G26140	89.8	0	1162
Bra034294	AT2G26180	80.2	1.34e-191	536
Bra034295	AT2G26190	82.6	1.33e-311	850
Bra034296	AT2G26200	83.7	0	918
Bra034297	AT2G26210	75.1	2.76e-77	230
Bra034299	AT2G26270	76.3	4.05e-259	716
Bra034300	AT2G26280	63.1	3.74e-205	578
Bra034302	AT2G26290	87.8	1.45e-267	729
Bra034304	AT2G26310	71.5	6.09e-187	522
Bra034305	AT2G26360	76.2	9.14e-190	529
Bra034307	AT2G27190	87.6	0	879
Bra034308	AT2G26570	69.4	5.33e-166	494
Bra034309	AT2G26740	81.7	2.4e-209	573
Bra034311	AT2G26730	84.2	0	885
Bra034312	AT2G26700	88	0	894
Bra034313	AT2G26870	88.9	3.76e-305	832
Bra034314	AT2G26910	93.2	0	2615
Bra034315	AT2G26980	97.5	1.1e-314	850
Bra034316	AT2G27020	99.2	1.14e-175	486
Bra034318	AT2G27040	88.3	0	1654
Bra034319	AT5G45920	86.6	6.62e-152	425
Bra034320	AT5G45910	82.9	1.13e-233	640
Bra034321	AT2G27080	81.9	8.59e-157	436
Bra034328	AT2G27170	84.3	0	1787
Bra034329	AT2G27180	77.1	8.98e-51	159
Bra034331	AT2G27200	83.5	1.74e-312	852
Bra034332	AT2G27210	93.4	0	1781
Bra034335	AT2G27220	68.1	2e-200	561
Bra034338	AT2G27230	81	0	975
Bra034339	AT2G27240	78.4	2.17e-258	712
Bra034340	AT2G27250	75	4.94e-14	60.8
Bra034341	AT2G27260	70.1	1.88e-111	319
Bra034342	AT2G27270	50	7.14e-38	130
Bra034343	AT2G27285	80.4	5.37e-99	293
Bra034344	AT3G57020	85.7	6.78e-248	675
Bra034346	AT2G27310	82.9	1e-184	520
Bra034348	AT2G27350	80.7	4.68e-245	678
Bra034349	AT2G27370	93.7	6.3e-142	395
Bra034350	AT2G27380	55.1	3.15e-08	57
Bra034353	AT2G27450	87.3	1.33e-206	566
Bra034358	AT2G27590	88.2	1.83e-230	631
Bra034360	AT2G27610	87.1	0	1130
Bra034361	AT1G21990	66	2.47e-161	459
Bra034365	AT2G27740	89	1.58e-96	276
Bra034366	AT2G27760	78.4	2.17e-264	725
Bra034367	AT2G27770	80.1	1.05e-172	481
Bra034371	AT2G27810	83.6	0	1106
Bra034372	AT2G27820	86.2	7.54e-250	684
Bra034374	AT2G27860	96.4	1.48e-288	780
Bra034376	AT2G27900	88	0	1132
Bra034377	AT2G27920	82.9	3.94e-283	772
Bra034379	AT2G27930	93.3	4.71e-81	238
Bra034381	AT2G27980	65.6	0	1291
Bra034382	AT1G42470	90.6	0	2226
Bra034386	AT2G28080	86.9	5.36e-308	837
Bra034387	AT2G26680	87.6	2.34e-198	546
Bra034388	AT2G28100	82.7	2.24e-310	844
Bra034389	AT2G28110	86.2	4.64e-293	796
Bra034392	AT2G28160	84.7	6.83e-173	481
Bra034393	AT2G28180	78.4	0	1242
Bra034394	AT2G28190	80.8	1.09e-112	320
Bra034399	AT2G28305	95.3	2.15e-145	403
Bra034401	AT1G35780	80.1	6.35e-157	437
Bra034404	AT1G35710	68.8	1.49e-163	507
Bra034407	AT1G35670	97.6	9.77e-314	852
Bra034408	AT1G35620	86.3	5.38e-279	759
Bra034416	AT1G35530	77.5	0	2010
Bra034424	AT1G35210	58.6	2.2e-43	140
Bra034429	AT1G35180	91.8	1.45e-127	358
Bra034432	AT1G34750	92.2	1.48e-186	513
Bra034433	AT1G34640	83.5	1.1e-63	188
Bra034439	AT1G34180	71	7.52e-275	761
Bra034444	AT1G34120	75.9	1.01e-314	861
Bra034446	AT1G34110	88.3	5.04e-232	689
Bra034447	AT1G22780	98.7	3.1e-106	299
Bra034458	AT1G33970	82.5	5.43e-186	516
Bra034459	AT1G33811	89.2	1.31e-245	669
Bra034460	AT1G33800	91.6	4.67e-200	548
Bra034461	AT1G62050	84	0	965
Bra034466	AT1G62180	89.1	7.19e-292	795
Bra034471	AT1G62250	78.2	2.45e-134	380
Bra034478	AT1G62290	87.5	0	912
Bra034487	AT1G62305	82.5	1.45e-231	634
Bra034496	AT5G51710	96.8	0	1008
Bra034498	AT1G62340	86.4	8.68e-243	684
Bra034501	AT1G62370	73.5	2.09e-99	286
Bra034514	AT2G27775	65.6	2.1e-27	96.3
Bra034519	AT1G62510	83.9	4.58e-67	199
Bra034523	AT1G62810	84.6	0	1256
Bra034527	AT1G62840	88.4	5.33e-140	390
Bra034531	AT4G32730	72.3	0	1340
Bra034532	AT4G32750	92.5	9.4e-196	537
Bra034534	AT4G32790	78.1	0	914
Bra034535	AT4G32800	70.3	3.35e-91	267
Bra034541	AT4G32915	71	2.19e-66	198
Bra034543	AT4G33000	86.5	2.39e-147	411
Bra034549	AT4G33100	91.2	8.92e-57	169
Bra034553	AT4G33220	88.6	0	905
Bra034554	AT4G33250	91.7	1.75e-149	414
Bra034556	AT4G33300	80.2	0	1115
Bra034562	AT4G33430	79.8	0	915
Bra034565	AT4G33450	83.3	4e-155	431
Bra034570	AT4G33550	87.2	7.68e-65	192
Bra034572	AT4G33560	69	1.68e-38	123
Bra034574	AT4G33590	83.5	5.7e-300	815
Bra034575	AT4G33600	83.2	7.98e-298	810
Bra034578	AT4G33630	86	0	1100
Bra034585	AT4G33840	79.4	0	947
Bra034586	AT4G33860	82.3	0	974
Bra034591	AT4G33910	88.7	2.59e-191	525
Bra034592	AT4G33920	90.9	1.13e-250	683
Bra034594	AT4G33970	80.2	1.78e-134	410
Bra034599	AT4G34030	92.3	0	1081
Bra034603	AT4G34110	85.9	0	1008
Bra034605	AT4G34120	85.2	4.07e-129	363
Bra034607	AT3G24000	84.2	0	969
Bra034608	AT4G34131	81.9	8.17e-285	778
Bra034610	AT4G34138	81	1.25e-294	803
Bra034614	AT2G27960	89.8	3.23e-55	165
Bra034618	AT4G33930	71	5.2e-56	184
Bra034622	AT4G34380	80.5	3.16e-252	696
Bra034623	AT4G34390	72	0	1194
Bra034631	AT4G27220	72.6	0	1104
Bra034634	AT4G34510	80.5	2.17e-279	764
Bra034635	AT4G34520	85.4	9.82e-319	866
Bra034638	AT4G34580	93.5	0	962
Bra034639	AT4G34590	77.5	1.81e-58	178
Bra034640	AT4G34600	79.5	3.43e-36	116
Bra034641	AT4G34640	84.6	8.61e-277	753
Bra034644	AT4G34680	79.9	6.85e-145	406
Bra034653	AT4G34770	93.3	1.14e-67	197
Bra034654	AT4G34780	74.3	2.35e-52	159
Bra034657	AT4G34840	88.6	1.66e-161	447
Bra034658	AT4G34850	93.6	1.62e-273	742
Bra034663	AT4G34920	87.7	7.86e-214	585
Bra034666	AT4G34950	84	0	912
Bra034668	AT4G35040	70.9	1.75e-113	326
Bra034672	AT4G35070	68.7	1.69e-106	308
Bra034674	AT4G35090	96.3	0	999
Bra034676	AT4G35110	73.1	5.17e-155	442
Bra034677	AT4G35160	87.8	4.25e-242	661
Bra034679	AT3G13400	95.3	0	1093
Bra034683	AT3G13350	65.3	7.94e-128	366
Bra034690	AT3G13320	91.8	1.57e-282	769
Bra034692	AT3G13300	75.5	0	1889
Bra034694	AT3G13275	84.1	1.11e-40	127
Bra034696	AT3G13230	92.5	6.07e-138	387
Bra034697	AT4G27820	78	1.5e-297	812
Bra034698	AT3G13200	94.4	4.62e-135	378
Bra034700	AT3G13175	84.9	6.73e-54	163
Bra034703	AT3G13130	64.5	5.29e-67	203
Bra034704	AT3G13120	86.7	1.04e-105	301
Bra034705	AT3G13110	83.2	1.06e-216	598
Bra034706	AT3G13100	87.7	0	2497
Bra034707	AT2G17600	56.6	1.67e-235	664
Bra034708	AT3G13070	89.2	0	1065
Bra034709	AT3G13065	80.7	4.02e-267	748
Bra034711	AT3G13020	60.6	2.78e-260	726
Bra034714	AT3G12970	68.5	5.49e-136	392
Bra034715	AT3G12940	87.7	4.96e-304	826
Bra034722	AT3G12880	72.4	2.29e-85	248
Bra034727	AT3G12810	84.1	0	3196
Bra034732	AT3G12775	65.4	7.33e-136	392
Bra034733	AT3G12770	84	0	1147
Bra034735	AT3G12750	85.5	4.32e-194	537
Bra034736	AT3G12740	88	3.61e-215	590
Bra034738	AT3G12720	82.8	2.9e-168	468
Bra034739	AT3G12710	86	9.45e-192	528
Bra034744	AT3G12680	78.7	1.72e-277	763
Bra034745	AT3G12670	93.9	0	1120
Bra034749	AT3G12620	93.9	2.85e-262	713
Bra034750	AT3G12600	88.6	7.06e-117	328
Bra034751	AT3G12560	78.8	0	907
Bra034752	AT3G12550	78.9	0	954
Bra034754	AT3G12500	90.5	1.41e-226	618
Bra034755	AT3G12490	82.6	7.13e-131	367
Bra034757	AT3G12390	86.9	4.18e-90	262
Bra034759	AT3G12370	86.5	4.52e-108	305
Bra034760	AT3G12360	96.6	1.89e-273	758
Bra034761	AT3G12345	77	2.09e-91	264
Bra034762	AT3G12320	83.2	1.97e-153	428
Bra034764	AT3G12280	89.5	0	1756
Bra034765	AT3G12270	79.8	0	915
Bra034767	AT3G12250	89.6	4.32e-205	565
Bra034768	AT3G12210	88.1	2.02e-126	355
Bra034769	AT3G12180	93.2	3.81e-95	270
Bra034770	AT3G12170	86.7	1.07e-152	427
Bra034772	AT3G12150	91.9	7.17e-257	697
Bra034776	AT3G12130	84.3	5.62e-139	389
Bra034777	AT3G12120	89.8	4.63e-271	735
Bra034778	AT3G12110	99.2	5.47e-278	752
Bra034779	AT3G12100	90.1	6.44e-250	682
Bra034780	AT3G12090	93.3	6.23e-202	551
Bra034781	AT3G12080	88.2	0	1095
Bra034782	AT3G12060	77.5	3.35e-309	845
Bra034783	AT3G12050	84.2	4.28e-223	611
Bra034784	AT3G12040	86.7	6.66e-160	443
Bra034785	AT3G12020	79	0	1379
Bra034787	AT1G47470	60	1.59e-71	213
Bra034795	AT3G11964	83.8	0	3096
Bra034797	AT3G11960	88.7	0	2301
Bra034802	AT3G11910	90.7	0	2072
Bra034804	AT3G11890	85.5	2.83e-74	247
Bra034805	AT3G11850	60.6	5.77e-179	509
Bra034806	AT3G11840	79.2	1.07e-251	692
Bra034811	AT3G11780	72.2	3.36e-79	231
Bra034812	AT3G11770	87.5	3.45e-131	366
Bra034817	AT3G11700	90.5	1.36e-292	796
Bra034821	AT3G11670	87.5	0	1384
Bra034824	AT3G11630	90.9	3.48e-160	444
Bra034827	AT3G11590	82.1	9.67e-313	860
Bra034830	AT3G11560	81.8	0	1271
Bra034832	AT3G11540	95.2	0	1305
Bra034834	AT3G11500	100	1.62e-51	155
Bra034839	AT3G11470	77.4	1.8e-162	453
Bra034840	AT3G11460	84.5	0	1052
Bra034841	AT3G11450	86.3	0	898
Bra034842	AT3G11440	71.8	4.65e-278	765
Bra034843	AT3G11430	89.8	0	888
Bra034844	AT3G11420	87.1	0	875
Bra034845	AT3G11410	81.7	1.54e-217	601
Bra034847	AT3G11397	93.3	3.85e-137	382
Bra034851	AT3G11320	97.7	1.56e-202	555
Bra034855	AT3G11260	65.2	6.57e-71	210
Bra034856	AT3G11240	74.7	8.14e-298	819
Bra034858	AT3G11220	93.9	6.17e-237	646
Bra034859	AT3G11210	92.2	1.24e-179	493
Bra034860	AT3G11200	91.1	8.99e-166	457
Bra034861	AT3G11180	74.5	4.54e-217	600
Bra034863	AT3G11170	86.9	8.05e-299	810
Bra034864	AT3G11130	84.7	0	2718
Bra034865	AT3G11110	82.8	2.48e-90	259
Bra034867	AT3G11090	86.1	3.22e-98	280
Bra034873	AT4G13590	87.8	7.12e-202	558
Bra034878	AT4G13370	78.2	0	928
Bra034880	AT4G13345	87.7	6.06e-252	689
Bra034881	AT4G13270	85.1	9.01e-132	369
Bra034883	AT4G13230	69.7	8.57e-08	47
Bra034892	AT1G77230	69.7	2.17e-97	281
Bra034894	AT4G13070	77.7	6.01e-177	493
Bra034895	AT4G13040	76	1.38e-97	283
Bra034896	AT4G13030	62.5	2.74e-184	522
Bra034897	AT4G12980	87.8	1.43e-244	669
Bra034898	AT4G12970	81.4	4.69e-59	176
Bra034904	AT4G12900	70.2	4.8e-116	330
Bra034912	AT4G12760	75.5	1.19e-130	369
Bra034913	AT1G35490	72.9	1.99e-98	288
Bra034917	AT1G43710	90.3	0	917
Bra034921	AT1G43780	85	1.25e-316	858
Bra034927	AT1G42970	94.6	4.64e-308	834
Bra034928	AT1G42960	87.5	7.66e-94	269
Bra034929	AT1G42550	86	0	1337
Bra034931	AT1G42540	89	0	1633
Bra034938	AT1G42480	71.6	8.32e-82	239
Bra034941	AT4G31500	95	0	950
Bra034943	AT1G41830	96.1	0	1071
Bra034944	AT5G40680	60.1	3.15e-164	467
Bra034949	AT3G42660	79.1	0	1290
Bra034951	AT3G42880	81.5	0	929
Bra034954	AT3G43120	92.5	2.58e-104	295
Bra034957	AT3G43240	89.7	0	1372
Bra034960	AT3G43270	83.1	0	882
Bra034968	AT3G43540	89	6.67e-244	665
Bra034972	AT3G43590	60.3	6.47e-174	502
Bra034977	AT3G43800	88.5	6.36e-154	426
Bra034985	AT4G33865	96.3	9.52e-39	121
Bra034986	AT3G44020	72.2	9.45e-56	171
Bra034988	AT3G44050	83.8	0	1903
Bra034989	AT3G44100	81.6	7.99e-84	242
Bra034992	AT3G44160	93.7	1.91e-255	694
Bra034996	AT3G44190	89.6	8.18e-245	667
Bra035000	AT3G44200	78.9	0	1356
Bra035001	AT3G44220	94.2	7.91e-149	411
Bra035002	AT3G44260	87.6	5.58e-172	475
Bra035009	AT3G44340	87.2	0	1511
Bra035010	AT5G42200	79.4	1.4e-92	265
Bra035017	AT1G78190	83.1	7.83e-70	204
Bra035018	AT1G78200	79.5	1.04e-159	445
Bra035019	AT1G78210	86.6	4.42e-200	550
Bra035020	AT1G78220	70.5	3.55e-109	314
Bra035022	AT1G78230	75	3.88e-246	692
Bra035025	AT1G78280	89.4	0	1767
Bra035028	AT1G78310	67.7	2.36e-116	337
Bra035031	AT1G78360	82.7	5.59e-140	390
Bra035033	AT1G78390	85.2	0	1032
Bra035034	AT1G78400	72.7	5.51e-217	600
Bra035036	AT1G78420	80.3	3.87e-197	550
Bra035038	AT1G78440	81.8	1.24e-189	524
Bra035040	AT1G78460	71.9	1.42e-112	320
Bra035042	AT1G78510	84.4	3.33e-242	664
Bra035043	AT1G78520	88.9	1.9e-71	208
Bra035044	AT1G78530	89.8	2.3e-235	642
Bra035046	AT1G78550	83.2	9.98e-216	593
Bra035048	AT1G78570	94.5	0	1300
Bra035049	AT1G78580	94.5	0	1709
Bra035052	AT1G78610	84.9	0	1348
Bra035053	AT1G78620	84.2	1.31e-183	509
Bra035054	AT1G78630	95.4	1.62e-165	456
Bra035055	AT1G78650	66	1.4e-175	502
Bra035056	AT1G78670	76.8	1.05e-189	526
Bra035058	AT1G78680	79.8	9.79e-208	572
Bra035059	AT1G78690	86.4	4.03e-179	494
Bra035060	AT1G78700	79.4	2.63e-174	484
Bra035062	AT1G78770	93.8	0	1028
Bra035063	AT1G78780	76.7	2.27e-165	459
Bra035064	AT1G78800	93.3	1.06e-273	743
Bra035066	AT1G78815	92.8	9.44e-107	303
Bra035067	AT1G78830	90.8	1.95e-292	795
Bra035070	AT1G78850	91.8	1.51e-296	804
Bra035072	AT1G78880	93.1	3.3e-302	825
Bra035073	AT1G78890	76.7	1.01e-75	222
Bra035075	AT1G78910	84.3	3.43e-303	824
Bra035076	AT1G78920	97.3	0	1475
Bra035077	AT1G78930	78.5	1.1e-204	583
Bra035079	AT1G78960	83.2	0	1382
Bra035080	AT1G78980	69.6	0	880
Bra035081	AT1G78990	87.7	2.36e-303	823
Bra035082	AT1G79000	86.6	0	2750
Bra035083	AT1G79010	96.4	1.91e-132	371
Bra035084	AT1G79020	85.1	1.2e-276	755
Bra035088	AT1G79060	65.5	1.59e-116	343
Bra035089	AT1G79070	80.7	3.88e-66	196
Bra035090	AT1G79080	80.1	1.22e-145	431
Bra035092	AT1G79110	61.4	4.17e-124	359
