kegg_id,symbol,brapa_gene,arabidopsis_agi
ath:AT4G32750,AT4G32750,Bra034532,AT4G32750
ath:AT4G32790,AT4G32790,Bra034534,AT4G32790
ath:AT4G32800,AT4G32800,Bra034535,AT4G32800
ath:AT4G32915,AT4G32915,Bra034541,AT4G32915
ath:AT4G33000,CBL10,Bra034543,AT4G33000
ath:AT4G33100,AT4G33100,Bra034549,AT4G33100
ath:AT4G33220,PME44,Bra034553,AT4G33220
ath:AT4G33250,EIF3K,Bra034554,AT4G33250
ath:AT4G33300,ADR1-L1,Bra034556,AT4G33300
ath:AT4G33430,BAK1,Bra034562,AT4G33430
ath:AT4G33450,MYB69,Bra034565,AT4G33450
ath:AT4G33550,AT4G33550,Bra034570,AT4G33550
ath:AT4G33560,AT4G33560,Bra034572,AT4G33560
ath:AT4G33590,AT4G33590,Bra034574,AT4G33590
ath:AT4G33600,AT4G33600,Bra034575,AT4G33600
ath:AT4G33630,EX1,Bra034578,AT4G33630
ath:AT4G33840,AT4G33840,Bra034585,AT4G33840
ath:AT4G33860,AT4G33860,Bra034586,AT4G33860
ath:AT4G33910,AT4G33910,Bra034591,AT4G33910
ath:AT4G33920,AT4G33920,Bra034592,AT4G33920
ath:AT4G33970,AT4G33970,Bra034594,AT4G33970
ath:AT4G34030,MCCB,Bra034599,AT4G34030
ath:AT4G34110,PAB2,Bra034603,AT4G34110
ath:AT4G34120,LEJ1,Bra034605,AT4G34120
ath:AT3G24000,AT3G24000,Bra034607,AT3G24000
ath:AT4G34131,UGT73B3,Bra034608,AT4G34131
ath:AT4G34138,UGT73B1,Bra034610,AT4G34138
ath:AT2G27960,CKS1,Bra034614,AT2G27960
ath:AT4G33930,AT4G33930,Bra034618,AT4G33930
ath:AT4G34380,AT4G34380,Bra034622,AT4G34380
ath:AT4G34390,XLG2,Bra034623,AT4G34390
ath:AT4G27220,AT4G27220,Bra034631,AT4G27220
ath:AT4G34510,KCS17,Bra034634,AT4G34510
ath:AT4G34520,KCS18,Bra034635,AT4G34520
ath:AT4G34580,COW1,Bra034638,AT4G34580
ath:AT4G34590,GBF6,Bra034639,AT4G34590
ath:AT4G34600,AT4G34600,Bra034640,AT4G34600
ath:AT4G34640,SQS1,Bra034641,AT4G34640
ath:AT4G34680,GATA3,Bra034644,AT4G34680
ath:AT4G34770,AT4G34770,Bra034653,AT4G34770
ath:AT4G34780,AT4G34780,Bra034654,AT4G34780
ath:AT4G34840,AT4G34840,Bra034657,AT4G34840
ath:AT4G34850,LAP5,Bra034658,AT4G34850
ath:AT4G34920,AT4G34920,Bra034663,AT4G34920
ath:AT4G34950,AT4G34950,Bra034666,AT4G34950
ath:AT4G35040,bZIP19,Bra034668,AT4G35040
ath:AT4G35070,AT4G35070,Bra034672,AT4G35070
ath:AT4G35090,CAT2,Bra034674,AT4G35090
ath:AT4G35110,AT4G35110,Bra034676,AT4G35110
ath:AT4G35160,AT4G35160,Bra034677,AT4G35160
ath:AT3G13400,sks13,Bra034679,AT3G13400
ath:AT3G13350,AT3G13350,Bra034683,AT3G13350
ath:AT3G13320,CAX2,Bra034690,AT3G13320
ath:AT3G13300,VCS,Bra034692,AT3G13300
ath:AT3G13275,AT3G13275,Bra034694,AT3G13275
ath:AT3G13230,AT3G13230,Bra034696,AT3G13230
ath:AT4G27820,BGLU9,Bra034697,AT4G27820
ath:AT3G13200,EMB2769,Bra034698,AT3G13200
ath:AT3G13175,AT3G13175,Bra034700,AT3G13175
ath:AT3G13130,AT3G13130,Bra034703,AT3G13130
ath:AT3G13120,AT3G13120,Bra034704,AT3G13120
ath:AT3G13110,SERAT2,Bra034705,AT3G13110
ath:AT3G13100,ABCC7,Bra034706,AT3G13100
ath:AT2G17600,AT2G17600,Bra034707,AT2G17600
ath:AT3G13070,AT3G13070,Bra034708,AT3G13070
ath:AT3G13065,SRF4,Bra034709,AT3G13065
ath:AT3G13020,AT3G13020,Bra034711,AT3G13020
ath:AT3G12970,AT3G12970,Bra034714,AT3G12970
ath:AT3G12940,AT3G12940,Bra034715,AT3G12940
ath:AT3G12880,AT3G12880,Bra034722,AT3G12880
ath:AT3G12810,PIE1,Bra034727,AT3G12810
ath:AT3G12775,AT3G12775,Bra034732,AT3G12775
ath:AT3G12770,MEF22,Bra034733,AT3G12770
ath:AT3G12750,ZIP1,Bra034735,AT3G12750
ath:AT3G12740,ALIS1,Bra034736,AT3G12740
ath:AT3G12720,MYB67,Bra034738,AT3G12720
ath:AT3G12710,AT3G12710,Bra034739,AT3G12710
ath:AT3G12680,HUA1,Bra034744,AT3G12680
ath:AT3G12670,emb2742,Bra034745,AT3G12670
ath:AT3G12620,AT3G12620,Bra034749,AT3G12620
ath:AT3G12600,NUDT16,Bra034750,AT3G12600
ath:AT3G12560,TRFL9,Bra034751,AT3G12560
ath:AT3G12550,FDM3,Bra034752,AT3G12550
ath:AT3G12500,HCHIB,Bra034754,AT3G12500
ath:AT3G12490,CYSB,Bra034755,AT3G12490
ath:AT3G12390,AT3G12390,Bra034757,AT3G12390
ath:AT3G12370,AT3G12370,Bra034759,AT3G12370
ath:AT3G12360,ITN1,Bra034760,AT3G12360
ath:AT3G12345,AT3G12345,Bra034761,AT3G12345
ath:AT3G12320,AT3G12320,Bra034762,AT3G12320
ath:AT3G12280,RBR1,Bra034764,AT3G12280
ath:AT3G12270,PRMT3,Bra034765,AT3G12270
ath:AT3G12250,TGA6,Bra034767,AT3G12250
ath:AT3G12210,AT3G12210,Bra034768,AT3G12210
ath:AT3G12180,AT3G12180,Bra034769,AT3G12180
ath:AT3G12170,AT3G12170,Bra034770,AT3G12170
ath:AT3G12150,AT3G12150,Bra034772,AT3G12150
ath:AT3G12130,AT3G12130,Bra034776,AT3G12130
ath:AT3G12120,FAD2,Bra034777,AT3G12120
ath:AT3G12110,ACT11,Bra034778,AT3G12110
ath:AT3G12100,AT3G12100,Bra034779,AT3G12100
ath:AT3G12090,TET6,Bra034780,AT3G12090
ath:AT3G12080,emb2738,Bra034781,AT3G12080
ath:AT3G12060,TBL1,Bra034782,AT3G12060
ath:AT3G12050,AT3G12050,Bra034783,AT3G12050
ath:AT3G12040,AT3G12040,Bra034784,AT3G12040
ath:AT3G12020,AT3G12020,Bra034785,AT3G12020
ath:AT1G47470,AT1G47470,Bra034787,AT1G47470
ath:AT3G11964,AT3G11964,Bra034795,AT3G11964
ath:AT3G11960,AT3G11960,Bra034797,AT3G11960
ath:AT3G11910,UBP13,Bra034802,AT3G11910
ath:AT3G11890,AT3G11890,Bra034804,AT3G11890
ath:AT3G11850,AT3G11850,Bra034805,AT3G11850
ath:AT3G11840,PUB24,Bra034806,AT3G11840
ath:AT3G11780,AT3G11780,Bra034811,AT3G11780
ath:AT3G11770,AT3G11770,Bra034812,AT3G11770
ath:AT3G11700,FLA18,Bra034817,AT3G11700
ath:AT3G11670,DGD1,Bra034821,AT3G11670
ath:AT3G11630,AT3G11630,Bra034824,AT3G11630
ath:AT3G11590,AT3G11590,Bra034827,AT3G11590
ath:AT3G11560,AT3G11560,Bra034830,AT3G11560
ath:AT3G11540,SPY,Bra034832,AT3G11540
ath:AT3G11500,AT3G11500,Bra034834,AT3G11500
ath:AT3G11470,AT3G11470,Bra034839,AT3G11470
ath:AT3G11460,AT3G11460,Bra034840,AT3G11460
ath:AT3G11450,AT3G11450,Bra034841,AT3G11450
ath:AT3G11440,MYB65,Bra034842,AT3G11440
ath:AT3G11430,GPAT5,Bra034843,AT3G11430
ath:AT3G11420,AT3G11420,Bra034844,AT3G11420
ath:AT3G11410,PP2CA,Bra034845,AT3G11410
ath:AT3G11397,PRA1.A3,Bra034847,AT3G11397
ath:AT3G11320,AT3G11320,Bra034851,AT3G11320
ath:AT3G11260,WOX5,Bra034855,AT3G11260
ath:AT3G11240,ATE2,Bra034856,AT3G11240
ath:AT3G11220,ELO1,Bra034858,AT3G11220
ath:AT3G11210,AT3G11210,Bra034859,AT3G11210
ath:AT3G11200,AL2,Bra034860,AT3G11200
ath:AT3G11180,AT3G11180,Bra034861,AT3G11180
ath:AT3G11170,FAD7,Bra034863,AT3G11170
ath:AT3G11130,AT3G11130,Bra034864,AT3G11130
ath:AT3G11110,AT3G11110,Bra034865,AT3G11110
ath:AT3G11090,LBD21,Bra034867,AT3G11090
ath:AT4G13590,AT4G13590,Bra034873,AT4G13590
ath:AT4G13370,AT4G13370,Bra034878,AT4G13370
ath:AT4G13345,MEE55,Bra034880,AT4G13345
ath:AT4G13270,AT4G13270,Bra034881,AT4G13270
ath:AT4G13230,AT4G13230,Bra034883,AT4G13230
ath:AT1G77230,AT1G77230,Bra034892,AT1G77230
ath:AT4G13070,AT4G13070,Bra034894,AT4G13070
ath:AT4G13040,AT4G13040,Bra034895,AT4G13040
ath:AT4G13030,AT4G13030,Bra034896,AT4G13030
ath:AT4G12980,AT4G12980,Bra034897,AT4G12980
ath:AT4G12970,AT4G12970,Bra034898,AT4G12970
ath:AT4G12900,AT4G12900,Bra034904,AT4G12900
ath:AT4G12760,AT4G12760,Bra034912,AT4G12760
ath:AT1G35490,AT1G35490,Bra034913,AT1G35490
ath:AT1G43710,EMB1075,Bra034917,AT1G43710
ath:AT1G43780,scpl44,Bra034921,AT1G43780
ath:AT1G42970,GAPB,Bra034927,AT1G42970
ath:AT1G42960,AT1G42960,Bra034928,AT1G42960
ath:AT1G42550,PMI1,Bra034929,AT1G42550
ath:AT1G42540,GLR3.3,Bra034931,AT1G42540
ath:AT1G42480,AT1G42480,Bra034938,AT1G42480
ath:AT4G31500,CYP83B1,Bra034941,AT4G31500
ath:AT1G41830,SKS6,Bra034943,AT1G41830
ath:AT5G40680,AT5G40680,Bra034944,AT5G40680
ath:AT3G42660,AT3G42660,Bra034949,AT3G42660
ath:AT3G42880,PRK3,Bra034951,AT3G42880
ath:AT3G43120,AT3G43120,Bra034954,AT3G43120
ath:AT3G43240,AT3G43240,Bra034957,AT3G43240
ath:AT3G43270,AT3G43270,Bra034960,AT3G43270
ath:AT3G43540,AT3G43540,Bra034968,AT3G43540
ath:AT3G43590,AT3G43590,Bra034972,AT3G43590
ath:AT3G43800,GSTU27,Bra034977,AT3G43800
ath:AT4G33865,AT4G33865,Bra034985,AT4G33865
ath:AT3G44020,AT3G44020,Bra034986,AT3G44020
ath:AT3G44050,AT3G44050,Bra034988,AT3G44050
ath:AT3G44100,AT3G44100,Bra034989,AT3G44100
ath:AT3G44160,AT3G44160,Bra034992,AT3G44160
ath:AT3G44190,AT3G44190,Bra034996,AT3G44190
ath:AT3G44200,NEK6,Bra035000,AT3G44200
ath:AT3G44220,AT3G44220,Bra035001,AT3G44220
ath:AT3G44260,CAF1a,Bra035002,AT3G44260
ath:AT3G44340,CEF,Bra035009,AT3G44340
ath:AT5G42200,AT5G42200,Bra035010,AT5G42200
ath:AT1G78190,AT1G78190,Bra035017,AT1G78190
ath:AT1G78200,AT1G78200,Bra035018,AT1G78200
ath:AT1G78210,AT1G78210,Bra035019,AT1G78210
ath:AT1G78220,GRF13,Bra035020,AT1G78220
ath:AT1G78230,AT1G78230,Bra035022,AT1G78230
ath:AT1G78280,AT1G78280,Bra035025,AT1G78280
ath:AT1G78310,AT1G78310,Bra035028,AT1G78310
ath:AT1G78360,GSTU21,Bra035031,AT1G78360
ath:AT1G78390,NCED9,Bra035033,AT1G78390
ath:AT1G78400,AT1G78400,Bra035034,AT1G78400
ath:AT1G78420,AT1G78420,Bra035036,AT1G78420
ath:AT1G78440,ATGA2OX1,Bra035038,AT1G78440
ath:AT1G78460,AT1G78460,Bra035040,AT1G78460
ath:AT1G78510,SPS1,Bra035042,AT1G78510
ath:AT1G78520,AT1G78520,Bra035043,AT1G78520
ath:AT1G78530,AT1G78530,Bra035044,AT1G78530
ath:AT1G78550,AT1G78550,Bra035046,AT1G78550
ath:AT1G78570,RHM1,Bra035048,AT1G78570
ath:AT1G78580,TPS1,Bra035049,AT1G78580
ath:AT1G78610,MSL6,Bra035052,AT1G78610
ath:AT1G78620,AT1G78620,Bra035053,AT1G78620
ath:AT1G78630,emb1473,Bra035054,AT1G78630
ath:AT1G78650,POLD3,Bra035055,AT1G78650
ath:AT1G78670,GGH3,Bra035056,AT1G78670
ath:AT1G78680,GGH2,Bra035058,AT1G78680
ath:AT1G78690,At1g78690p,Bra035059,AT1G78690
ath:AT1G78700,BEH4,Bra035060,AT1G78700
ath:AT1G78770,APC6,Bra035062,AT1G78770
ath:AT1G78780,AT1G78780,Bra035063,AT1G78780
ath:AT1G78800,AT1G78800,Bra035064,AT1G78800
ath:AT1G78815,LSH7,Bra035066,AT1G78815
ath:AT1G78830,AT1G78830,Bra035067,AT1G78830
ath:AT1G78850,AT1G78850,Bra035070,AT1G78850
ath:AT1G78880,AT1G78880,Bra035072,AT1G78880
ath:AT1G78890,AT1G78890,Bra035073,AT1G78890
ath:AT1G78910,AT1G78910,Bra035075,AT1G78910
ath:AT1G78920,VP2,Bra035076,AT1G78920
ath:AT1G78930,AT1G78930,Bra035077,AT1G78930
ath:AT1G78960,LUP2,Bra035079,AT1G78960
ath:AT1G78980,SRF5,Bra035080,AT1G78980
ath:AT1G78990,AT1G78990,Bra035081,AT1G78990
ath:AT1G79000,HAC1,Bra035082,AT1G79000
ath:AT1G79010,AT1G79010,Bra035083,AT1G79010
ath:AT1G79020,AT1G79020,Bra035084,AT1G79020
ath:AT1G79060,AT1G79060,Bra035088,AT1G79060
ath:AT1G79070,AT1G79070,Bra035089,AT1G79070
ath:AT1G79080,AT1G79080,Bra035090,AT1G79080
ath:AT1G79110,BRG2,Bra035092,AT1G79110
ath:AT1G79120,AT1G79120,Bra035093,AT1G79120
ath:AT1G79130,AT1G79130,Bra035094,AT1G79130
ath:AT1G79150,AT1G79150,Bra035095,AT1G79150
ath:AT1G79160,AT1G79160,Bra035096,AT1G79160
ath:AT1G79200,SCI1,Bra035098,AT1G79200
ath:AT1G79220,AT1G79220,Bra035100,AT1G79220
ath:AT1G79280,NUA,Bra035105,AT1G79280
ath:AT1G79320,MC6,Bra035107,AT1G79320
ath:AT1G79340,MC4,Bra035109,AT1G79340
ath:AT1G79350,EMB1135,Bra035110,AT1G79350
ath:AT1G79380,RGLG4,Bra035112,AT1G79380
ath:AT1G79390,AT1G79390,Bra035113,AT1G79390
ath:AT1G79410,OCT5,Bra035115,AT1G79410
ath:AT1G79420,AT1G79420,Bra035117,AT1G79420
ath:AT1G79430,APL,Bra035118,AT1G79430
ath:AT1G79440,ALDH5F1,Bra035119,AT1G79440
ath:AT1G79460,GA2,Bra035120,AT1G79460
ath:AT1G79470,AT1G79470,Bra035121,AT1G79470
ath:AT1G79480,AT1G79480,Bra035122,AT1G79480
ath:AT1G79520,AT1G79520,Bra035123,AT1G79520
ath:AT1G79580,SMB,Bra035127,AT1G79580
ath:AT3G19184,AT3G19184,Bra035129,AT3G19184
ath:AT1G79610,NHX6,Bra035130,AT1G79610
ath:AT1G79630,AT1G79630,Bra035131,AT1G79630
ath:AT1G79640,AT1G79640,Bra035132,AT1G79640
ath:AT1G79660,AT1G79660,Bra035133,AT1G79660
ath:AT1G79670,RFO1,Bra035134,AT1G79670
ath:AT1G79700,WRI4,Bra035137,AT1G79700
ath:AT1G79710,AT1G79710,Bra035138,AT1G79710
ath:AT1G80920,J8,Bra035143,AT1G80920
ath:AT1G80890,AT1G80890,Bra035145,AT1G80890
ath:AT1G80850,AT1G80850,Bra035147,AT1G80850
ath:AT1G80810,AT1G80810,Bra035151,AT1G80810
ath:AT1G80780,AT1G80780,Bra035152,AT1G80780
ath:AT1G80770,PDE318,Bra035154,AT1G80770
ath:AT1G80760,NIP6,Bra035156,AT1G80760
ath:AT1G80720,AT1G80720,Bra035158,AT1G80720
ath:AT1G80710,DRS1,Bra035159,AT1G80710
ath:AT1G80700,AT1G80700,Bra035160,AT1G80700
ath:AT1G80690,AT1G80690,Bra035161,AT1G80690
ath:AT1G80670,RAE1,Bra035162,AT1G80670
ath:AT1G80660,HA9,Bra035163,AT1G80660
ath:AT1G80630,AT1G80630,Bra035165,AT1G80630
ath:AT1G80620,AT1G80620,Bra035166,AT1G80620
ath:AT1G80610,AT1G80610,Bra035167,AT1G80610
ath:AT1G80600,WIN1,Bra035168,AT1G80600
ath:AT1G80550,AT1G80550,Bra035170,AT1G80550
ath:AT1G80460,NHO1,Bra035181,AT1G80460
ath:AT1G80450,AT1G80450,Bra035182,AT1G80450
ath:AT1G80440,AT1G80440,Bra035183,AT1G80440
ath:AT1G80410,EMB2753,Bra035184,AT1G80410
ath:AT1G80390,IAA15,Bra035185,AT1G80390
ath:AT1G80310,MOT2,Bra035189,AT1G80310
ath:AT1G80300,NTT1,Bra035190,AT1G80300
ath:AT1G80110,PP2-B11,Bra035198,AT1G80110
ath:AT1G80090,CBSX4,Bra035199,AT1G80090
ath:AT1G80030,AT1G80030,Bra035201,AT1G80030
ath:AT1G79960,OFP14,Bra035202,AT1G79960
ath:AT1G79900,BAC2,Bra035205,AT1G79900
ath:AT4G11655,AT4G11655,Bra035207,AT4G11655
ath:AT1G74450,AT1G74450,Bra035210,AT1G74450
ath:AT4G11610,AT4G11610,Bra035212,AT4G11610
ath:AT4G11570,AT4G11570,Bra035213,AT4G11570
ath:AT4G11530,CRK34,Bra035217,AT4G11530
ath:AT4G11490,CRK33,Bra035218,AT4G11490
ath:AT4G11410,AT4G11410,Bra035220,AT4G11410
ath:AT4G11400,AT4G11400,Bra035227,AT4G11400
ath:AT4G23460,AT4G23460,Bra035228,AT4G23460
ath:AT4G11350,AT4G11350,Bra035232,AT4G11350
ath:AT4G11330,MPK5,Bra035233,AT4G11330
ath:AT4G11300,AT4G11300,Bra035234,AT4G11300
ath:AT4G11290,AT4G11290,Bra035235,AT4G11290
ath:AT4G11280,ACS6,Bra035236,AT4G11280
ath:AT4G11270,AT4G11270,Bra035238,AT4G11270
ath:AT4G11240,TOPP7,Bra035240,AT4G11240
ath:AT1G66780,AT1G66780,Bra035241,AT1G66780
ath:AT4G11175,AT4G11175,Bra035247,AT4G11175
ath:AT4G11130,RDR2,Bra035249,AT4G11130
ath:AT4G11120,AT4G11120,Bra035251,AT4G11120
ath:AT4G11110,SPA2,Bra035252,AT4G11110
ath:AT4G11090,TBL23,Bra035255,AT4G11090
ath:AT4G11080,3xHMG-box1,Bra035256,AT4G11080
ath:AT4G11060,MTSSB,Bra035257,AT4G11060
ath:AT4G11040,AT4G11040,Bra035258,AT4G11040
ath:AT4G11030,AT4G11030,Bra035259,AT4G11030
ath:AT4G10960,UGE5,Bra035262,AT4G10960
ath:AT4G10955,AT4G10955,Bra035263,AT4G10955
ath:AT4G10950,AT4G10950,Bra035264,AT4G10950
ath:AT4G10925,AT4G10925,Bra035265,AT4G10925
ath:AT4G10890,AT4G10890,Bra035269,AT4G10890
ath:AT4G10850,SWEET7,Bra035270,AT4G10850
ath:AT5G49690,AT5G49690,Bra035271,AT5G49690
ath:AT4G10800,AT4G10800,Bra035273,AT4G10800
ath:AT4G10770,OPT7,Bra035279,AT4G10770
ath:AT4G10760,MTA,Bra035280,AT4G10760
ath:AT4G10750,AT4G10750,Bra035281,AT4G10750
ath:AT4G10720,AT4G10720,Bra035283,AT4G10720
ath:AT4G10650,AT4G10650,Bra035288,AT4G10650
ath:AT5G02860,AT5G02860,Bra035290,AT5G02860
ath:AT5G42150,AT5G42150,Bra035296,AT5G42150
ath:AT1G43170,RP1,Bra035298,AT1G43170
ath:AT3G57790,AT3G57790,Bra035299,AT3G57790
ath:AT5G42450,AT5G42450,Bra035300,AT5G42450
ath:AT5G42490,AT5G42490,Bra035302,AT5G42490
ath:AT5G42570,AT5G42570,Bra035303,AT5G42570
ath:AT5G42610,AT5G42610,Bra035305,AT5G42610
ath:AT5G42630,ATS,Bra035311,AT5G42630
ath:AT5G42650,AOS,Bra035320,AT5G42650
ath:AT5G42655,AT5G42655,Bra035323,AT5G42655
ath:AT5G42700,AT5G42700,Bra035324,AT5G42700
ath:AT5G42750,BKI1,Bra035331,AT5G42750
ath:AT5G42790,PAF1,Bra035332,AT5G42790
ath:AT5G42830,AT5G42830,Bra035334,AT5G42830
ath:AT5G42960,AT5G42960,Bra035335,AT5G42960
ath:AT5G42970,COP8,Bra035336,AT5G42970
ath:AT5G43000,AT5G43000,Bra035337,AT5G43000
ath:AT5G43010,RPT4A,Bra035338,AT5G43010
ath:AT5G36890,BGLU42,Bra035347,AT5G36890
ath:AT5G36710,AT5G36710,Bra035348,AT5G36710
ath:AT5G36700,PGLP1,Bra035349,AT5G36700
ath:AT5G36740,AT5G36740,Bra035350,AT5G36740
ath:AT5G36290,AT5G36290,Bra035354,AT5G36290
ath:AT5G36260,AT5G36260,Bra035359,AT5G36260
ath:AT5G36250,PP2C74,Bra035360,AT5G36250
ath:AT5G36100,AT5G36100,Bra035363,AT5G36100
ath:AT5G35980,YAK1,Bra035364,AT5G35980
ath:AT5G35970,AT5G35970,Bra035365,AT5G35970
ath:AT5G35960,AT5G35960,Bra035366,AT5G35960
ath:AT5G35770,SAP,Bra035375,AT5G35770
ath:AT4G04775,AT4G04775,Bra035380,AT4G04775
ath:AT5G35750,HK2,Bra035381,AT5G35750
ath:AT5G35740,AT5G35740,Bra035382,AT5G35740
ath:AT5G35735,AT5G35735,Bra035384,AT5G35735
ath:AT5G35732,AT5G35732,Bra035385,AT5G35732
ath:AT5G35730,AT5G35730,Bra035386,AT5G35730
ath:AT5G35700,FIM5,Bra035388,AT5G35700
ath:AT5G35690,AT5G35690,Bra035389,AT5G35690
ath:AT2G04520,AT2G04520,Bra035390,AT2G04520
ath:AT5G35630,GS2,Bra035392,AT5G35630
ath:AT5G35620,LSP1,Bra035393,AT5G35620
ath:AT5G35580,AT5G35580,Bra035394,AT5G35580
ath:AT5G35570,AT5G35570,Bra035396,AT5G35570
ath:AT5G35560,AT5G35560,Bra035397,AT5G35560
ath:AT5G35460,AT5G35460,Bra035398,AT5G35460
ath:AT5G35520,MIS12,Bra035399,AT5G35520
ath:AT5G35430,AT5G35430,Bra035404,AT5G35430
ath:AT1G68560,XYL1,Bra035407,AT1G68560
ath:AT1G60030,NAT7,Bra035409,AT1G60030
ath:AT1G59990,EMB3108,Bra035413,AT1G59990
ath:AT1G59900,E1_ALPHA,Bra035416,AT1G59900
ath:AT1G59890,SNL5,Bra035418,AT1G59890
ath:AT1G59850,AT1G59850,Bra035420,AT1G59850
ath:AT1G59820,ALA3,Bra035422,AT1G59820
ath:AT1G59750,ARF1,Bra035427,AT1G59750
ath:AT1G59740,AT1G59740,Bra035429,AT1G59740
ath:AT1G56550,RGXT3,Bra035431,AT1G56550
ath:AT1G59610,DL3,Bra035433,AT1G59610
ath:AT1G59600,ZCW7,Bra035434,AT1G59600
ath:AT1G59590,ZCF37,Bra035435,AT1G59590
ath:AT1G59580,MPK2,Bra035437,AT1G59580
ath:AT1G59520,CW7,Bra035438,AT1G59520
ath:AT1G58983,AT1G58983,Bra035439,AT1G58983
ath:AT1G58360,AAP1,Bra035446,AT1G58360
ath:AT1G58280,AT1G58280,Bra035451,AT1G58280
ath:AT1G58230,AT1G58230,Bra035455,AT1G58230
ath:AT1G58210,EMB1674,Bra035458,AT1G58210
ath:AT1G58200,MSL3,Bra035459,AT1G58200
ath:AT1G58180,BCA6,Bra035461,AT1G58180
ath:AT1G58120,AT1G58120,Bra035462,AT1G58120
ath:AT1G58080,ATP-PRT1,Bra035466,AT1G58080
ath:AT1G58025,AT1G58025,Bra035468,AT1G58025
ath:AT1G57990,PUP18,Bra035469,AT1G57990
ath:AT1G57680,Cand1,Bra035471,AT1G57680
ath:AT1G57700,AT1G57700,Bra035472,AT1G57700
ath:AT1G57790,AT1G57790,Bra035474,AT1G57790
ath:AT1G33170,AT1G33170,Bra035476,AT1G33170
ath:AT1G33050,AT1G33050,Bra035480,AT1G33050
ath:AT1G33030,AT1G33030,Bra035481,AT1G33030
ath:AT1G51990,AT1G51990,Bra035482,AT1G51990
ath:AT1G32361,ATL1F,Bra035483,AT1G32361
ath:AT1G32510,NAC011,Bra035488,AT1G32510
ath:AT1G32710,AT1G32710,Bra035497,AT1G32710
ath:AT1G32750,HAF01,Bra035499,AT1G32750
ath:AT1G32810,AT1G32810,Bra035503,AT1G32810
ath:AT1G32920,AT1G32920,Bra035505,AT1G32920
ath:AT1G37140,MCT1,Bra035509,AT1G37140
ath:AT1G32230,RCD1,Bra035511,AT1G32230
ath:AT1G32200,ATS1,Bra035512,AT1G32200
ath:AT1G32170,XTH30,Bra035513,AT1G32170
ath:AT1G76065,AT1G76065,Bra035515,AT1G76065
ath:AT1G32050,SCAMP5,Bra035517,AT1G32050
ath:AT1G31910,AT1G31910,Bra035519,AT1G31910
ath:AT1G31885,NIP3,Bra035520,AT1G31885
ath:AT1G31880,BRX,Bra035521,AT1G31880
ath:AT5G35930,AT5G35930,Bra035524,AT5G35930
ath:AT5G35790,G6PD1,Bra035525,AT5G35790
ath:AT5G35670,iqd33,Bra035527,AT5G35670
ath:AT5G35660,AT5G35660,Bra035528,AT5G35660
ath:AT5G35550,TT2,Bra035532,AT5G35550
ath:AT2G06520,PSBX,Bra035535,AT2G06520
ath:AT5G35400,AT5G35400,Bra035537,AT5G35400
ath:AT5G35390,PRK1,Bra035538,AT5G35390
ath:AT5G35380,AT5G35380,Bra035539,AT5G35380
ath:AT5G54830,AT5G54830,Bra035540,AT5G54830
ath:AT5G54870,AT5G54870,Bra035541,AT5G54870
ath:AT5G54880,AT5G54880,Bra035542,AT5G54880
ath:AT5G54890,AT5G54890,Bra035543,AT5G54890
ath:AT3G02020,AK3,Bra035544,AT3G02020
ath:AT5G55100,AT5G55100,Bra035553,AT5G55100
ath:AT5G55125,AT5G55125,Bra035555,AT5G55125
ath:AT5G55190,RAN3,Bra035562,AT5G55190
ath:AT5G55220,AT5G55220,Bra035563,AT5G55220
ath:AT5G55290,AT5G55290,Bra035566,AT5G55290
ath:AT5G55300,TOP1ALPHA,Bra035567,AT5G55300
ath:AT5G55370,AT5G55370,Bra035571,AT5G55370
ath:AT5G55390,EDM2,Bra035572,AT5G55390
ath:AT5G55450,AT5G55450,Bra035574,AT5G55450
ath:AT5G55507,AT5G55507,Bra035575,AT5G55507
ath:AT5G55520,AT5G55520,Bra035576,AT5G55520
ath:AT5G55560,AT5G55560,Bra035577,AT5G55560
ath:AT1G60700,AT1G60700,Bra035578,AT1G60700
ath:AT5G55700,BAM4,Bra035586,AT5G55700
ath:AT5G55720,AT5G55720,Bra035588,AT5G55720
ath:AT5G55850,NOI,Bra035591,AT5G55850
ath:AT5G55920,OLI2,Bra035594,AT5G55920
ath:AT5G55930,OPT1,Bra035596,AT5G55930
ath:AT5G55990,CBL2,Bra035598,AT5G55990
ath:AT5G56080,NAS2,Bra035602,AT5G56080
ath:AT5G56100,AT5G56100,Bra035603,AT5G56100
ath:AT5G56150,UBC30,Bra035605,AT5G56150
ath:AT5G56180,ARP8,Bra035607,AT5G56180
ath:AT5G56190,AT5G56190,Bra035608,AT5G56190
ath:AT5G56250,HAP8,Bra035611,AT5G56250
ath:AT5G56320,EXPA14,Bra035614,AT5G56320
ath:AT1G32375,AT1G32375,Bra035616,AT1G32375
ath:AT5G50270,AT5G50270,Bra035617,AT5G50270
ath:AT5G56420,AT5G56420,Bra035620,AT5G56420
ath:AT5G56460,AT5G56460,Bra035622,AT5G56460
ath:AT5G56550,OXS3,Bra035625,AT5G56550
ath:AT5G56640,MIOX5,Bra035627,AT5G56640
ath:AT4G29390,AT4G29390,Bra035628,AT4G29390
ath:AT5G56710,AT5G56710,Bra035629,AT5G56710
ath:AT5G56930,EMB1789,Bra035636,AT5G56930
ath:AT5G56940,AT5G56940,Bra035637,AT5G56940
ath:AT5G56960,AT5G56960,Bra035639,AT5G56960
