Gene stable ID,Transcript stable ID,Transcript name,Gene description,GOSlim GOA Accession(s),GOSlim GOA Description,BrassEnsembl ID
Bra008439,Bra008439.1,,"AT1G80780 (E=1e-149) | CCR4-NOT transcription complex protein, putative ",GO:0003674,molecular_function,
Bra008439,Bra008439.1,,"AT1G80780 (E=1e-149) | CCR4-NOT transcription complex protein, putative ",GO:0005488,binding,
Bra008439,Bra008439.1,,"AT1G80780 (E=1e-149) | CCR4-NOT transcription complex protein, putative ",GO:0003676,nucleic acid binding,
Bra008439,Bra008439.1,,"AT1G80780 (E=1e-149) | CCR4-NOT transcription complex protein, putative ",GO:0003824,catalytic activity,
Bra008439,Bra008439.1,,"AT1G80780 (E=1e-149) | CCR4-NOT transcription complex protein, putative ",GO:0016787,hydrolase activity,
Bra008439,Bra008439.1,,"AT1G80780 (E=1e-149) | CCR4-NOT transcription complex protein, putative ",GO:0004518,nuclease activity,
Bra008439,Bra008439.1,,"AT1G80780 (E=1e-149) | CCR4-NOT transcription complex protein, putative ",GO:0008150,biological_process,
Bra008439,Bra008439.1,,"AT1G80780 (E=1e-149) | CCR4-NOT transcription complex protein, putative ",GO:0008152,metabolic process,
Bra008439,Bra008439.1,,"AT1G80780 (E=1e-149) | CCR4-NOT transcription complex protein, putative ",GO:0009056,catabolic process,
Bra008439,Bra008439.1,,"AT1G80780 (E=1e-149) | CCR4-NOT transcription complex protein, putative ",GO:0006139,nucleobase-containing compound metabolic process,
Bra020354,Bra020354.1,,"AT5G58770 (E=4e-140) | dehydrodolichyl diphosphate synthase, putative / DEDOL-PP synthase, putative ",GO:0003824,catalytic activity,
Bra020354,Bra020354.1,,"AT5G58770 (E=4e-140) | dehydrodolichyl diphosphate synthase, putative / DEDOL-PP synthase, putative ",GO:0003674,molecular_function,
Bra020354,Bra020354.1,,"AT5G58770 (E=4e-140) | dehydrodolichyl diphosphate synthase, putative / DEDOL-PP synthase, putative ",GO:0016740,transferase activity,
Bra020354,Bra020354.1,,"AT5G58770 (E=4e-140) | dehydrodolichyl diphosphate synthase, putative / DEDOL-PP synthase, putative ",GO:0005575,cellular_component,
Bra020354,Bra020354.1,,"AT5G58770 (E=4e-140) | dehydrodolichyl diphosphate synthase, putative / DEDOL-PP synthase, putative ",GO:0005737,cytoplasm,
Bra020354,Bra020354.1,,"AT5G58770 (E=4e-140) | dehydrodolichyl diphosphate synthase, putative / DEDOL-PP synthase, putative ",GO:0008150,biological_process,
Bra020354,Bra020354.1,,"AT5G58770 (E=4e-140) | dehydrodolichyl diphosphate synthase, putative / DEDOL-PP synthase, putative ",GO:0008152,metabolic process,
Bra020354,Bra020354.1,,"AT5G58770 (E=4e-140) | dehydrodolichyl diphosphate synthase, putative / DEDOL-PP synthase, putative ",GO:0019538,protein metabolic process,
Bra020354,Bra020354.1,,"AT5G58770 (E=4e-140) | dehydrodolichyl diphosphate synthase, putative / DEDOL-PP synthase, putative ",GO:0036211,protein modification process,
Bra020354,Bra020354.1,,"AT5G58770 (E=4e-140) | dehydrodolichyl diphosphate synthase, putative / DEDOL-PP synthase, putative ",GO:0009628,response to abiotic stimulus,
Bra020354,Bra020354.1,,"AT5G58770 (E=4e-140) | dehydrodolichyl diphosphate synthase, putative / DEDOL-PP synthase, putative ",GO:0006950,response to stress,
Bra020354,Bra020354.1,,"AT5G58770 (E=4e-140) | dehydrodolichyl diphosphate synthase, putative / DEDOL-PP synthase, putative ",GO:0016043,cellular component organization,
Bra020354,Bra020354.1,,"AT5G58770 (E=4e-140) | dehydrodolichyl diphosphate synthase, putative / DEDOL-PP synthase, putative ",GO:0009987,cellular process,
Bra020354,Bra020354.1,,"AT5G58770 (E=4e-140) | dehydrodolichyl diphosphate synthase, putative / DEDOL-PP synthase, putative ",GO:0009058,biosynthetic process,
Bra020354,Bra020354.1,,"AT5G58770 (E=4e-140) | dehydrodolichyl diphosphate synthase, putative / DEDOL-PP synthase, putative ",GO:0006629,lipid metabolic process,
Bra038950,Bra038950.1,,AT5G33300 (E=9e-089) | chromosome-associated kinesin-related ,GO:0003674,molecular_function,
Bra038950,Bra038950.1,,AT5G33300 (E=9e-089) | chromosome-associated kinesin-related ,GO:0003774,cytoskeletal motor activity,
Bra038950,Bra038950.1,,AT5G33300 (E=9e-089) | chromosome-associated kinesin-related ,GO:0008150,biological_process,
Bra038950,Bra038950.1,,AT5G33300 (E=9e-089) | chromosome-associated kinesin-related ,GO:0009987,cellular process,
Bra038950,Bra038950.1,,AT5G33300 (E=9e-089) | chromosome-associated kinesin-related ,GO:0005575,cellular_component,
Bra038950,Bra038950.1,,AT5G33300 (E=9e-089) | chromosome-associated kinesin-related ,GO:0016043,cellular component organization,
Bra040042,Bra040042.1,,AT3G07950 (E=1e-137) | rhomboid protein-related ,GO:0005575,cellular_component,
Bra040042,Bra040042.1,,AT3G07950 (E=1e-137) | rhomboid protein-related ,GO:0016020,membrane,
Bra040042,Bra040042.1,,AT3G07950 (E=1e-137) | rhomboid protein-related ,GO:0008150,biological_process,
Bra040042,Bra040042.1,,AT3G07950 (E=1e-137) | rhomboid protein-related ,GO:0009987,cellular process,
Bra040042,Bra040042.1,,AT3G07950 (E=1e-137) | rhomboid protein-related ,GO:0006810,transport,
Bra040042,Bra040042.1,,AT3G07950 (E=1e-137) | rhomboid protein-related ,GO:0005794,Golgi apparatus,
Bra032212,Bra032212.1,,AT1G46480 (E=5e-096) WOX4 | WOX4 (WUSCHEL RELATED HOMEOBOX 4); transcription factor ,GO:0003674,molecular_function,
Bra032212,Bra032212.1,,AT1G46480 (E=5e-096) WOX4 | WOX4 (WUSCHEL RELATED HOMEOBOX 4); transcription factor ,GO:0005488,binding,
Bra032212,Bra032212.1,,AT1G46480 (E=5e-096) WOX4 | WOX4 (WUSCHEL RELATED HOMEOBOX 4); transcription factor ,GO:0003677,DNA binding,
Bra032212,Bra032212.1,,AT1G46480 (E=5e-096) WOX4 | WOX4 (WUSCHEL RELATED HOMEOBOX 4); transcription factor ,GO:0003676,nucleic acid binding,
Bra032212,Bra032212.1,,AT1G46480 (E=5e-096) WOX4 | WOX4 (WUSCHEL RELATED HOMEOBOX 4); transcription factor ,GO:0005575,cellular_component,
Bra032212,Bra032212.1,,AT1G46480 (E=5e-096) WOX4 | WOX4 (WUSCHEL RELATED HOMEOBOX 4); transcription factor ,GO:0005634,nucleus,
Bra032212,Bra032212.1,,AT1G46480 (E=5e-096) WOX4 | WOX4 (WUSCHEL RELATED HOMEOBOX 4); transcription factor ,GO:0003700,DNA-binding transcription factor activity,
Bra032212,Bra032212.1,,AT1G46480 (E=5e-096) WOX4 | WOX4 (WUSCHEL RELATED HOMEOBOX 4); transcription factor ,GO:0140110,transcription regulator activity,
Bra032212,Bra032212.1,,AT1G46480 (E=5e-096) WOX4 | WOX4 (WUSCHEL RELATED HOMEOBOX 4); transcription factor ,GO:0008150,biological_process,
Bra032212,Bra032212.1,,AT1G46480 (E=5e-096) WOX4 | WOX4 (WUSCHEL RELATED HOMEOBOX 4); transcription factor ,GO:0048856,anatomical structure development,
Bra032212,Bra032212.1,,AT1G46480 (E=5e-096) WOX4 | WOX4 (WUSCHEL RELATED HOMEOBOX 4); transcription factor ,GO:0022414,reproductive process,
Bra032212,Bra032212.1,,AT1G46480 (E=5e-096) WOX4 | WOX4 (WUSCHEL RELATED HOMEOBOX 4); transcription factor ,GO:0009987,cellular process,
Bra005711,Bra005711.1,,"AT5G02140 (E=2e-128) | thaumatin-like protein, putative ",GO:0008150,biological_process,
Bra005711,Bra005711.1,,"AT5G02140 (E=2e-128) | thaumatin-like protein, putative ",GO:0006950,response to stress,
Bra039048,Bra039048.1,,"AT3G28710 (E=7e-207) | H+-transporting two-sector ATPase, putative ",GO:0003674,molecular_function,
Bra039048,Bra039048.1,,"AT3G28710 (E=7e-207) | H+-transporting two-sector ATPase, putative ",GO:0005215,transporter activity,
Bra039048,Bra039048.1,,"AT3G28710 (E=7e-207) | H+-transporting two-sector ATPase, putative ",GO:0008150,biological_process,
Bra039048,Bra039048.1,,"AT3G28710 (E=7e-207) | H+-transporting two-sector ATPase, putative ",GO:0009987,cellular process,
Bra039048,Bra039048.1,,"AT3G28710 (E=7e-207) | H+-transporting two-sector ATPase, putative ",GO:0006810,transport,
Bra039048,Bra039048.1,,"AT3G28710 (E=7e-207) | H+-transporting two-sector ATPase, putative ",GO:0019725,cellular homeostasis,
Bra039048,Bra039048.1,,"AT3G28710 (E=7e-207) | H+-transporting two-sector ATPase, putative ",GO:0005575,cellular_component,
Bra028213,Bra028213.1,,AT5G38895 (E=5e-097) | zinc finger (C3HC4-type RING finger) family protein ,GO:0003824,catalytic activity,
Bra028213,Bra028213.1,,AT5G38895 (E=5e-097) | zinc finger (C3HC4-type RING finger) family protein ,GO:0003674,molecular_function,
Bra028213,Bra028213.1,,AT5G38895 (E=5e-097) | zinc finger (C3HC4-type RING finger) family protein ,GO:0016740,transferase activity,
Bra037791,Bra037791.1,,AT5G64700 (E=5e-154) | nodulin MtN21 family protein ,GO:0005575,cellular_component,
Bra037791,Bra037791.1,,AT5G64700 (E=5e-154) | nodulin MtN21 family protein ,GO:0016020,membrane,
Bra037791,Bra037791.1,,AT5G64700 (E=5e-154) | nodulin MtN21 family protein ,GO:0005886,plasma membrane,
Bra037791,Bra037791.1,,AT5G64700 (E=5e-154) | nodulin MtN21 family protein ,GO:0003674,molecular_function,
Bra037791,Bra037791.1,,AT5G64700 (E=5e-154) | nodulin MtN21 family protein ,GO:0005215,transporter activity,
Bra037791,Bra037791.1,,AT5G64700 (E=5e-154) | nodulin MtN21 family protein ,GO:0008150,biological_process,
Bra037791,Bra037791.1,,AT5G64700 (E=5e-154) | nodulin MtN21 family protein ,GO:0009987,cellular process,
Bra037791,Bra037791.1,,AT5G64700 (E=5e-154) | nodulin MtN21 family protein ,GO:0006810,transport,
Bra030178,Bra030178.1,WRKY71-201,probable WRKY transcription factor 71 [Source:NCBI gene (formerly Entrezgene);Acc:103828922],GO:0008150,biological_process,
Bra030178,Bra030178.1,WRKY71-201,probable WRKY transcription factor 71 [Source:NCBI gene (formerly Entrezgene);Acc:103828922],GO:0003674,molecular_function,
Bra030178,Bra030178.1,WRKY71-201,probable WRKY transcription factor 71 [Source:NCBI gene (formerly Entrezgene);Acc:103828922],GO:0005488,binding,
Bra030178,Bra030178.1,WRKY71-201,probable WRKY transcription factor 71 [Source:NCBI gene (formerly Entrezgene);Acc:103828922],GO:0003677,DNA binding,
Bra030178,Bra030178.1,WRKY71-201,probable WRKY transcription factor 71 [Source:NCBI gene (formerly Entrezgene);Acc:103828922],GO:0003676,nucleic acid binding,
Bra030178,Bra030178.1,WRKY71-201,probable WRKY transcription factor 71 [Source:NCBI gene (formerly Entrezgene);Acc:103828922],GO:0005575,cellular_component,
Bra030178,Bra030178.1,WRKY71-201,probable WRKY transcription factor 71 [Source:NCBI gene (formerly Entrezgene);Acc:103828922],GO:0005634,nucleus,
Bra030178,Bra030178.1,WRKY71-201,probable WRKY transcription factor 71 [Source:NCBI gene (formerly Entrezgene);Acc:103828922],GO:0003700,DNA-binding transcription factor activity,
Bra030178,Bra030178.1,WRKY71-201,probable WRKY transcription factor 71 [Source:NCBI gene (formerly Entrezgene);Acc:103828922],GO:0140110,transcription regulator activity,
Bra014672,Bra014672.1,BrabHLH089-201,,GO:0008150,biological_process,
Bra014672,Bra014672.1,BrabHLH089-201,,GO:0005575,cellular_component,
Bra014672,Bra014672.1,BrabHLH089-201,,GO:0005634,nucleus,
Bra014672,Bra014672.1,BrabHLH089-201,,GO:0003674,molecular_function,
Bra014672,Bra014672.1,BrabHLH089-201,,GO:0003700,DNA-binding transcription factor activity,
Bra014672,Bra014672.1,BrabHLH089-201,,GO:0140110,transcription regulator activity,
Bra014672,Bra014672.1,BrabHLH089-201,,GO:0005488,binding,
Bra014672,Bra014672.1,BrabHLH089-201,,GO:0005515,protein binding,
Bra009823,Bra009823.1,,AT5G25170 (E=3e-094) | unknown protein ,GO:0008150,biological_process,
Bra009823,Bra009823.1,,AT5G25170 (E=3e-094) | unknown protein ,GO:0008152,metabolic process,
Bra009823,Bra009823.1,,AT5G25170 (E=3e-094) | unknown protein ,GO:0019538,protein metabolic process,
Bra009823,Bra009823.1,,AT5G25170 (E=3e-094) | unknown protein ,GO:0003824,catalytic activity,
Bra009823,Bra009823.1,,AT5G25170 (E=3e-094) | unknown protein ,GO:0003674,molecular_function,
Bra009823,Bra009823.1,,AT5G25170 (E=3e-094) | unknown protein ,GO:0016787,hydrolase activity,
Bra019453,Bra019453.1,,AT3G43810 (E=3e-081) CAM7 | CAM7 (CALMODULIN 7); calcium ion binding ,GO:0003674,molecular_function,
Bra019453,Bra019453.1,,AT3G43810 (E=3e-081) CAM7 | CAM7 (CALMODULIN 7); calcium ion binding ,GO:0005488,binding,
Bra019453,Bra019453.1,,AT3G43810 (E=3e-081) CAM7 | CAM7 (CALMODULIN 7); calcium ion binding ,GO:0005575,cellular_component,
Bra019453,Bra019453.1,,AT3G43810 (E=3e-081) CAM7 | CAM7 (CALMODULIN 7); calcium ion binding ,GO:0005737,cytoplasm,
Bra019453,Bra019453.1,,AT3G43810 (E=3e-081) CAM7 | CAM7 (CALMODULIN 7); calcium ion binding ,GO:0030234,enzyme regulator activity,
Bra009987,Bra009987.1,,AT5G28050 (E=2e-091) | cytidine/deoxycytidylate deaminase family protein ,GO:0003674,molecular_function,
Bra009987,Bra009987.1,,AT5G28050 (E=2e-091) | cytidine/deoxycytidylate deaminase family protein ,GO:0005488,binding,
Bra009987,Bra009987.1,,AT5G28050 (E=2e-091) | cytidine/deoxycytidylate deaminase family protein ,GO:0003824,catalytic activity,
Bra009987,Bra009987.1,,AT5G28050 (E=2e-091) | cytidine/deoxycytidylate deaminase family protein ,GO:0016787,hydrolase activity,
Bra009987,Bra009987.1,,AT5G28050 (E=2e-091) | cytidine/deoxycytidylate deaminase family protein ,GO:0008150,biological_process,
Bra009987,Bra009987.1,,AT5G28050 (E=2e-091) | cytidine/deoxycytidylate deaminase family protein ,GO:0008152,metabolic process,
Bra009987,Bra009987.1,,AT5G28050 (E=2e-091) | cytidine/deoxycytidylate deaminase family protein ,GO:0009056,catabolic process,
Bra009987,Bra009987.1,,AT5G28050 (E=2e-091) | cytidine/deoxycytidylate deaminase family protein ,GO:0006139,nucleobase-containing compound metabolic process,
Bra000252,Bra000252.1,,"AT2G42060 (E=5e-128) | CHP-rich zinc finger protein, putative ",GO:0003674,molecular_function,
Bra000252,Bra000252.1,,"AT2G42060 (E=5e-128) | CHP-rich zinc finger protein, putative ",GO:0005488,binding,
Bra017560,Bra017560.1,,"AT5G46370 (E=4e-177) KCO2, ATTPK2, ATKCO2 | KCO2 (CA2+ ACTIVATED OUTWARD RECTIFYING K+ CHANNEL 2); calcium ion binding / outward rectifier potassium channel ",GO:0005575,cellular_component,
Bra017560,Bra017560.1,,"AT5G46370 (E=4e-177) KCO2, ATTPK2, ATKCO2 | KCO2 (CA2+ ACTIVATED OUTWARD RECTIFYING K+ CHANNEL 2); calcium ion binding / outward rectifier potassium channel ",GO:0016020,membrane,
Bra017560,Bra017560.1,,"AT5G46370 (E=4e-177) KCO2, ATTPK2, ATKCO2 | KCO2 (CA2+ ACTIVATED OUTWARD RECTIFYING K+ CHANNEL 2); calcium ion binding / outward rectifier potassium channel ",GO:0005886,plasma membrane,
Bra017560,Bra017560.1,,"AT5G46370 (E=4e-177) KCO2, ATTPK2, ATKCO2 | KCO2 (CA2+ ACTIVATED OUTWARD RECTIFYING K+ CHANNEL 2); calcium ion binding / outward rectifier potassium channel ",GO:0008150,biological_process,
Bra017560,Bra017560.1,,"AT5G46370 (E=4e-177) KCO2, ATTPK2, ATKCO2 | KCO2 (CA2+ ACTIVATED OUTWARD RECTIFYING K+ CHANNEL 2); calcium ion binding / outward rectifier potassium channel ",GO:0009987,cellular process,
Bra017560,Bra017560.1,,"AT5G46370 (E=4e-177) KCO2, ATTPK2, ATKCO2 | KCO2 (CA2+ ACTIVATED OUTWARD RECTIFYING K+ CHANNEL 2); calcium ion binding / outward rectifier potassium channel ",GO:0006810,transport,
Bra017560,Bra017560.1,,"AT5G46370 (E=4e-177) KCO2, ATTPK2, ATKCO2 | KCO2 (CA2+ ACTIVATED OUTWARD RECTIFYING K+ CHANNEL 2); calcium ion binding / outward rectifier potassium channel ",GO:0003674,molecular_function,
Bra017560,Bra017560.1,,"AT5G46370 (E=4e-177) KCO2, ATTPK2, ATKCO2 | KCO2 (CA2+ ACTIVATED OUTWARD RECTIFYING K+ CHANNEL 2); calcium ion binding / outward rectifier potassium channel ",GO:0005215,transporter activity,
Bra039988,Bra039988.1,,AT2G29580 (E=2e-178) | zinc finger (CCCH-type) family protein / RNA recognition motif (RRM)-containing protein ,GO:0003674,molecular_function,
Bra039988,Bra039988.1,,AT2G29580 (E=2e-178) | zinc finger (CCCH-type) family protein / RNA recognition motif (RRM)-containing protein ,GO:0005488,binding,
Bra039988,Bra039988.1,,AT2G29580 (E=2e-178) | zinc finger (CCCH-type) family protein / RNA recognition motif (RRM)-containing protein ,GO:0003677,DNA binding,
Bra039988,Bra039988.1,,AT2G29580 (E=2e-178) | zinc finger (CCCH-type) family protein / RNA recognition motif (RRM)-containing protein ,GO:0003676,nucleic acid binding,
Bra039988,Bra039988.1,,AT2G29580 (E=2e-178) | zinc finger (CCCH-type) family protein / RNA recognition motif (RRM)-containing protein ,GO:0003723,RNA binding,
Bra039988,Bra039988.1,,AT2G29580 (E=2e-178) | zinc finger (CCCH-type) family protein / RNA recognition motif (RRM)-containing protein ,GO:0005575,cellular_component,
Bra001958,Bra001958.1,,"AT2G16060 (E=2e-081) GLB1, AHB1, ARATH GLB1, NSHB1, ATGLB1 | AHB1 (ARABIDOPSIS HEMOGLOBIN 1); oxygen binding / oxygen transporter ",GO:0003674,molecular_function,
Bra001958,Bra001958.1,,"AT2G16060 (E=2e-081) GLB1, AHB1, ARATH GLB1, NSHB1, ATGLB1 | AHB1 (ARABIDOPSIS HEMOGLOBIN 1); oxygen binding / oxygen transporter ",GO:0005488,binding,
Bra001958,Bra001958.1,,"AT2G16060 (E=2e-081) GLB1, AHB1, ARATH GLB1, NSHB1, ATGLB1 | AHB1 (ARABIDOPSIS HEMOGLOBIN 1); oxygen binding / oxygen transporter ",GO:0019825,oxygen binding,
Bra012658,Bra012658.1,,"AT5G47200 (E=2e-110) ATRABD2B, ATRAB1A | ATRAB1A; GTP binding ",GO:0003674,molecular_function,
Bra012658,Bra012658.1,,"AT5G47200 (E=2e-110) ATRABD2B, ATRAB1A | ATRAB1A; GTP binding ",GO:0005488,binding,
Bra012658,Bra012658.1,,"AT5G47200 (E=2e-110) ATRABD2B, ATRAB1A | ATRAB1A; GTP binding ",GO:0000166,nucleotide binding,
Bra012658,Bra012658.1,,"AT5G47200 (E=2e-110) ATRABD2B, ATRAB1A | ATRAB1A; GTP binding ",GO:0003824,catalytic activity,
Bra012658,Bra012658.1,,"AT5G47200 (E=2e-110) ATRABD2B, ATRAB1A | ATRAB1A; GTP binding ",GO:0016787,hydrolase activity,
Bra012658,Bra012658.1,,"AT5G47200 (E=2e-110) ATRABD2B, ATRAB1A | ATRAB1A; GTP binding ",GO:0005575,cellular_component,
Bra012658,Bra012658.1,,"AT5G47200 (E=2e-110) ATRABD2B, ATRAB1A | ATRAB1A; GTP binding ",GO:0005794,Golgi apparatus,
Bra012658,Bra012658.1,,"AT5G47200 (E=2e-110) ATRABD2B, ATRAB1A | ATRAB1A; GTP binding ",GO:0008150,biological_process,
Bra012658,Bra012658.1,,"AT5G47200 (E=2e-110) ATRABD2B, ATRAB1A | ATRAB1A; GTP binding ",GO:0009987,cellular process,
Bra012658,Bra012658.1,,"AT5G47200 (E=2e-110) ATRABD2B, ATRAB1A | ATRAB1A; GTP binding ",GO:0006810,transport,
Bra007370,Bra007370.1,,AT3G57970 (E=1e-024) | emsy N terminus domain-containing protein / ENT domain-containing protein ,GO:0005575,cellular_component,
Bra007370,Bra007370.1,,AT3G57970 (E=1e-024) | emsy N terminus domain-containing protein / ENT domain-containing protein ,GO:0005634,nucleus,
Bra007370,Bra007370.1,,AT3G57970 (E=1e-024) | emsy N terminus domain-containing protein / ENT domain-containing protein ,GO:0008150,biological_process,
Bra007370,Bra007370.1,,AT3G57970 (E=1e-024) | emsy N terminus domain-containing protein / ENT domain-containing protein ,GO:0006950,response to stress,
Bra007370,Bra007370.1,,AT3G57970 (E=1e-024) | emsy N terminus domain-containing protein / ENT domain-containing protein ,GO:0009607,response to biotic stimulus,
Bra007370,Bra007370.1,,AT3G57970 (E=1e-024) | emsy N terminus domain-containing protein / ENT domain-containing protein ,GO:0009605,response to external stimulus,
Bra016381,Bra016381.1,,"AT1G22410 (E=5e-276) | 2-dehydro-3-deoxyphosphoheptonate aldolase, putative / 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase, putative / DAHP synthetase, putative ",GO:0005575,cellular_component,
Bra016381,Bra016381.1,,"AT1G22410 (E=5e-276) | 2-dehydro-3-deoxyphosphoheptonate aldolase, putative / 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase, putative / DAHP synthetase, putative ",GO:0009536,plastid,
Bra016381,Bra016381.1,,"AT1G22410 (E=5e-276) | 2-dehydro-3-deoxyphosphoheptonate aldolase, putative / 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase, putative / DAHP synthetase, putative ",GO:0009507,chloroplast,
Bra016381,Bra016381.1,,"AT1G22410 (E=5e-276) | 2-dehydro-3-deoxyphosphoheptonate aldolase, putative / 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase, putative / DAHP synthetase, putative ",GO:0003824,catalytic activity,
Bra016381,Bra016381.1,,"AT1G22410 (E=5e-276) | 2-dehydro-3-deoxyphosphoheptonate aldolase, putative / 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase, putative / DAHP synthetase, putative ",GO:0003674,molecular_function,
Bra016381,Bra016381.1,,"AT1G22410 (E=5e-276) | 2-dehydro-3-deoxyphosphoheptonate aldolase, putative / 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase, putative / DAHP synthetase, putative ",GO:0016740,transferase activity,
Bra016381,Bra016381.1,,"AT1G22410 (E=5e-276) | 2-dehydro-3-deoxyphosphoheptonate aldolase, putative / 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase, putative / DAHP synthetase, putative ",GO:0008150,biological_process,
Bra016381,Bra016381.1,,"AT1G22410 (E=5e-276) | 2-dehydro-3-deoxyphosphoheptonate aldolase, putative / 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase, putative / DAHP synthetase, putative ",GO:0008152,metabolic process,
Bra016381,Bra016381.1,,"AT1G22410 (E=5e-276) | 2-dehydro-3-deoxyphosphoheptonate aldolase, putative / 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase, putative / DAHP synthetase, putative ",GO:0009058,biosynthetic process,
Bra016381,Bra016381.1,,"AT1G22410 (E=5e-276) | 2-dehydro-3-deoxyphosphoheptonate aldolase, putative / 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase, putative / DAHP synthetase, putative ",GO:0009987,cellular process,
Bra026895,Bra026895.1,,AT1G13600 (E=4e-087) AtbZIP58 | AtbZIP58 (Arabidopsis thaliana basic leucine-zipper 58); DNA binding / protein heterodimerization/ protein homodimerization/ transcription factor ,GO:0008150,biological_process,
Bra026895,Bra026895.1,,AT1G13600 (E=4e-087) AtbZIP58 | AtbZIP58 (Arabidopsis thaliana basic leucine-zipper 58); DNA binding / protein heterodimerization/ protein homodimerization/ transcription factor ,GO:0005575,cellular_component,
Bra026895,Bra026895.1,,AT1G13600 (E=4e-087) AtbZIP58 | AtbZIP58 (Arabidopsis thaliana basic leucine-zipper 58); DNA binding / protein heterodimerization/ protein homodimerization/ transcription factor ,GO:0005634,nucleus,
Bra026895,Bra026895.1,,AT1G13600 (E=4e-087) AtbZIP58 | AtbZIP58 (Arabidopsis thaliana basic leucine-zipper 58); DNA binding / protein heterodimerization/ protein homodimerization/ transcription factor ,GO:0003674,molecular_function,
Bra026895,Bra026895.1,,AT1G13600 (E=4e-087) AtbZIP58 | AtbZIP58 (Arabidopsis thaliana basic leucine-zipper 58); DNA binding / protein heterodimerization/ protein homodimerization/ transcription factor ,GO:0003700,DNA-binding transcription factor activity,
Bra026895,Bra026895.1,,AT1G13600 (E=4e-087) AtbZIP58 | AtbZIP58 (Arabidopsis thaliana basic leucine-zipper 58); DNA binding / protein heterodimerization/ protein homodimerization/ transcription factor ,GO:0140110,transcription regulator activity,
Bra005095,Bra005095.1,,AT2G38560 (E=9e-097) TFIIS | TFIIS (TRANSCRIPT ELONGATION FACTOR IIS); DNA binding / RNA polymerase II transcription elongation factor/ transcription factor ,GO:0003674,molecular_function,
Bra005095,Bra005095.1,,AT2G38560 (E=9e-097) TFIIS | TFIIS (TRANSCRIPT ELONGATION FACTOR IIS); DNA binding / RNA polymerase II transcription elongation factor/ transcription factor ,GO:0005488,binding,
Bra005095,Bra005095.1,,AT2G38560 (E=9e-097) TFIIS | TFIIS (TRANSCRIPT ELONGATION FACTOR IIS); DNA binding / RNA polymerase II transcription elongation factor/ transcription factor ,GO:0005575,cellular_component,
Bra005095,Bra005095.1,,AT2G38560 (E=9e-097) TFIIS | TFIIS (TRANSCRIPT ELONGATION FACTOR IIS); DNA binding / RNA polymerase II transcription elongation factor/ transcription factor ,GO:0005634,nucleus,
Bra005095,Bra005095.1,,AT2G38560 (E=9e-097) TFIIS | TFIIS (TRANSCRIPT ELONGATION FACTOR IIS); DNA binding / RNA polymerase II transcription elongation factor/ transcription factor ,GO:0003677,DNA binding,
Bra005095,Bra005095.1,,AT2G38560 (E=9e-097) TFIIS | TFIIS (TRANSCRIPT ELONGATION FACTOR IIS); DNA binding / RNA polymerase II transcription elongation factor/ transcription factor ,GO:0003676,nucleic acid binding,
Bra005095,Bra005095.1,,AT2G38560 (E=9e-097) TFIIS | TFIIS (TRANSCRIPT ELONGATION FACTOR IIS); DNA binding / RNA polymerase II transcription elongation factor/ transcription factor ,GO:0008150,biological_process,
Bra005095,Bra005095.1,,AT2G38560 (E=9e-097) TFIIS | TFIIS (TRANSCRIPT ELONGATION FACTOR IIS); DNA binding / RNA polymerase II transcription elongation factor/ transcription factor ,GO:0009987,cellular process,
Bra005095,Bra005095.1,,AT2G38560 (E=9e-097) TFIIS | TFIIS (TRANSCRIPT ELONGATION FACTOR IIS); DNA binding / RNA polymerase II transcription elongation factor/ transcription factor ,GO:0008152,metabolic process,
Bra005095,Bra005095.1,,AT2G38560 (E=9e-097) TFIIS | TFIIS (TRANSCRIPT ELONGATION FACTOR IIS); DNA binding / RNA polymerase II transcription elongation factor/ transcription factor ,GO:0006139,nucleobase-containing compound metabolic process,
Bra005095,Bra005095.1,,AT2G38560 (E=9e-097) TFIIS | TFIIS (TRANSCRIPT ELONGATION FACTOR IIS); DNA binding / RNA polymerase II transcription elongation factor/ transcription factor ,GO:0009058,biosynthetic process,
Bra028099,Bra028099.1,,"AT2G18550 (E=5e-082) HB-2, ATHB21 | HB-2 (HOMEOBOX-2); DNA binding / transcription factor ",GO:0008150,biological_process,
Bra028099,Bra028099.1,,"AT2G18550 (E=5e-082) HB-2, ATHB21 | HB-2 (HOMEOBOX-2); DNA binding / transcription factor ",GO:0003674,molecular_function,
Bra028099,Bra028099.1,,"AT2G18550 (E=5e-082) HB-2, ATHB21 | HB-2 (HOMEOBOX-2); DNA binding / transcription factor ",GO:0005488,binding,
Bra028099,Bra028099.1,,"AT2G18550 (E=5e-082) HB-2, ATHB21 | HB-2 (HOMEOBOX-2); DNA binding / transcription factor ",GO:0003677,DNA binding,
